"Specimen","Site","Period","Measurement_value","Element","Element_Portion","Measurement","Measurement_Set","Immature","Site_Name","Specimen_No","Site_No","Reference_value","LSI_ln","Period_No"
"Animal.427","Gritille","PPNB",18,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",633,6,17.21,0.0448811476727166,1
"Animal.428","Gritille","PPNB",17,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",634,6,17.21,-0.012277266167232,1
"Animal.429","Gritille","PPNB",18.8,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",635,6,17.21,0.0883662596124554,1
"Animal.430","Gritille","PPNB",17.21,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",637,6,17.21,0,1
"Animal.431","Gritille","PPNB",20.75,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",638,6,17.21,0.187055636453259,1
"Animal.433","Gritille","PPNB",18.06,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",639,6,17.21,0.0482089377653911,1
"Animal.434","Gritille","PPNB",18.14,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",640,6,17.21,0.0526288344635425,1
"Animal.435","Gritille","PPNB",18.71,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",641,6,17.21,0.0835675300625501,1
"Animal.436","Gritille","PPNB",18.6,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",642,6,17.21,0.0776709704957076,1
"Animal.437","Gritille","PPNB",18.54,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",643,6,17.21,0.0744399499142609,1
"Animal.438","Gritille","PPNB",18.2,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",644,6,17.21,0.0559309838593015,1
"Animal.440","Gritille","PPNB",16.9,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",646,6,17.21,-0.0181769882944204,1
"Animal.441","Gritille","PPNB",18.9,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",647,6,17.21,0.0936713118421484,1
"Animal.442","Gritille","PPNB",19,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",648,6,17.21,0.0989483689429923,1
"Animal.444","Gritille","PPNB",20.1,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",649,6,17.21,0.155229204841582,1
"Animal.445","Gritille","PPNB",20.2,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",650,6,17.21,0.160191994183711,1
"Animal.446","Gritille","PPNB",17.2,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",651,6,17.21,-0.000581226404040809,1
"Animal.447","Gritille","PPNB",19,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",652,6,17.21,0.0989483689429923,1
"Animal.448","Gritille","PPNB",18.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",653,6,17.21,0.0722801218608311,1
"Animal.449","Gritille","PPNB",18.6,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",654,6,17.21,0.0776709704957076,1
"Animal.450","Gritille","PPNB",18,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",656,6,17.21,0.0448811476727166,1
"Animal.451","Gritille","PPNB",17.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",657,6,17.21,0.0167102707060203,1
"Animal.452","Gritille","PPNB",19.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",658,6,17.21,0.124923855346253,1
"Animal.453","Gritille","PPNB",18.6,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",659,6,17.21,0.0776709704957076,1
"Animal.454","Gritille","PPNB",18.3,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",660,6,17.21,0.0614104496239271,1
"Animal.455","Gritille","PPNB",18.6,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",661,6,17.21,0.0776709704957076,1
"Animal.456","Gritille","PPNB",17.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",662,6,17.21,0.0167102707060203,1
"Animal.457","Gritille","PPNB",18.1,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",663,6,17.21,0.050421328048332,1
"Animal.458","Gritille","PPNB",18.4,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",664,6,17.21,0.0668600543914919,1
"Animal.459","Gritille","PPNB",18.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",665,6,17.21,0.0722801218608311,1
"Animal.461","Gritille","PPNB",18.2,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",667,6,17.21,0.0559309838593015,1
"Animal.462","Gritille","PPNB",19.3,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",668,6,17.21,0.114614485687392,1
"Animal.463","Gritille","PPNB",19.9,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",669,6,17.21,0.145229121506999,1
"Animal.464","Gritille","PPNB",17.2,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",670,6,17.21,-0.000581226404040809,1
"Animal.465","Gritille","PPNB",19.6,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",671,6,17.21,0.130038956013023,1
"Animal.466","Gritille","PPNB",19,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",672,6,17.21,0.0989483689429923,1
"Animal.468","Gritille","PPNB",19.7,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",673,6,17.21,0.135128025520495,1
"Animal.469","Gritille","PPNB",18.8,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",674,6,17.21,0.0883662596124554,1
"Animal.470","Gritille","PPNB",18,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",676,6,17.21,0.0448811476727166,1
"Animal.471","Gritille","PPNB",18,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",677,6,17.21,0.0448811476727166,1
"Animal.472","Gritille","PPNB",19.3,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",678,6,17.21,0.114614485687392,1
"Animal.473","Gritille","PPNB",18.75,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",679,6,17.21,0.0857031421929717,1
"Animal.474","Gritille","PPNB",17.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",680,6,17.21,0.0167102707060203,1
"Animal.475","Gritille","PPNB",19.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",681,6,17.21,0.124923855346253,1
"Animal.477","Gritille","PPNB",18.8,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",687,6,17.21,0.0883662596124554,1
"Animal.478","Gritille","PPNB",17.4,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",698,6,17.21,0.0109795959970352,1
"Animal.479","Gritille","PPNB",20.6,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",709,6,17.21,0.179800465572087,1
"Animal.480","Gritille","PPNB",19.8,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",721,6,17.21,0.140191327477042,1
"Animal.481","Gritille","PPNB",21.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",732,6,17.21,0.222562324910169,1
"Animal.482","Gritille","PPNB",18.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",743,6,17.21,0.0722801218608311,1
"Animal.483","Gritille","PPNB",18.5,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",754,6,17.21,0.0722801218608311,1
"Animal.484","Gritille","PPNB",21.3,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",765,6,17.21,0.213216462491931,1
"Animal.485","Gritille","PPNB",19.18,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",776,6,17.21,0.108377459231844,1
"Animal.486","Gritille","PPNB",22.74,"Ast",6,"Ast_Bd",7,1,"Gritille (PPNB)",787,6,17.21,0.278634878098942,1
"Animal.500","Mezraa-Teleilat","PPNB",17.9,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",941,12,17.21,0.0393101026232612,1
"Animal.501","Mezraa-Teleilat","PPNB",18.6,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",952,12,17.21,0.0776709704957076,1
"Animal.502","Mezraa-Teleilat","PPNB",18.3,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",963,12,17.21,0.0614104496239271,1
"Animal.503","Mezraa-Teleilat","PPNB",17.6,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",974,12,17.21,0.022408291820658,1
"Animal.504","Mezraa-Teleilat","PPNB",16.8,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",985,12,17.21,-0.0241117238142348,1
"Animal.563","Mezraa-Teleilat","PPNB",20.3,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1242,12,17.21,0.165130275824294,1
"Animal.564","Mezraa-Teleilat","PPNB",18.6,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1243,12,17.21,0.0776709704957076,1
"Animal.565","Mezraa-Teleilat","PPNB",19.8,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1244,12,17.21,0.140191327477042,1
"Animal.566","Mezraa-Teleilat","PPNB",18.4,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1245,12,17.21,0.0668600543914919,1
"Animal.567","Mezraa-Teleilat","PPNB",18.9,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1246,12,17.21,0.0936713118421484,1
"Animal.568","Mezraa-Teleilat","PPNB",19.9,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1247,12,17.21,0.145229121506999,1
"Animal.571","Mezraa-Teleilat","PPNB",18.1,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1249,12,17.21,0.050421328048332,1
"Animal.572","Mezraa-Teleilat","PPNB",17.8,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1250,12,17.21,0.0337078470745915,1
"Animal.573","Mezraa-Teleilat","PPNB",18.8,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1251,12,17.21,0.0883662596124554,1
"Animal.574","Mezraa-Teleilat","PPNB",20,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1252,12,17.21,0.150241663330543,1
"Animal.575","Mezraa-Teleilat","PPNB",18.7,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1253,12,17.21,0.0830329136370928,1
"Animal.576","Mezraa-Teleilat","PPNB",19.3,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1254,12,17.21,0.114614485687392,1
"Animal.578","Mezraa-Teleilat","PPNB",19.7,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1255,12,17.21,0.135128025520495,1
"Animal.582","Mezraa-Teleilat","PPNB",18.6,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1257,12,17.21,0.0776709704957076,1
"Animal.583","Mezraa-Teleilat","PPNB",17.4,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1258,12,17.21,0.0109795959970352,1
"Animal.584","Mezraa-Teleilat","PPNB",16.4,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1259,12,17.21,-0.0482092753932954,1
"Animal.585","Mezraa-Teleilat","PPNB",17.2,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1260,12,17.21,-0.000581226404040809,1
"Animal.586","Mezraa-Teleilat","PPNB",19.2,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1261,12,17.21,0.109419668810288,1
"Animal.588","Mezraa-Teleilat","PPNB",18.7,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1262,12,17.21,0.0830329136370928,1
"Animal.589","Mezraa-Teleilat","PPNB",19.7,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1263,12,17.21,0.135128025520495,1
"Animal.590","Mezraa-Teleilat","PPNB",19.5,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1265,12,17.21,0.124923855346253,1
"Animal.616","Mezraa-Teleilat","PPNB",17.3,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1301,12,17.21,0.00521589128028526,1
"Animal.617","Mezraa-Teleilat","PPNB",17.1,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1306,12,17.21,-0.00641214671483384,1
"Animal.618","Mezraa-Teleilat","PPNB",19.6,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1311,12,17.21,0.130038956013023,1
"Animal.619","Mezraa-Teleilat","PPNB",18.5,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1318,12,17.21,0.0722801218608311,1
"Animal.620","Mezraa-Teleilat","PPNB",17.4,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1330,12,17.21,0.0109795959970352,1
"Animal.621","Mezraa-Teleilat","PPNB",18.9,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1340,12,17.21,0.0936713118421484,1
"Animal.622","Mezraa-Teleilat","PPNB",18.5,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1345,12,17.21,0.0722801218608311,1
"Animal.623","Mezraa-Teleilat","PPNB",18.1,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1346,12,17.21,0.050421328048332,1
"Animal.624","Mezraa-Teleilat","PPNB",18.7,"Ast",6,"Ast_Bd",7,1,"Mezraa-Teleilat (PPNB)",1347,12,17.21,0.0830329136370928,1
"Animal.678","Atij","EBA",19.73,"Ast",6,"Ast_Bd",7,1,"Atij (EBA)",1413,1,17.21,0.136649709811076,5
"Animal.679","Atij","EBA",18.82,"Ast",6,"Ast_Bd",7,1,"Atij (EBA)",1414,1,17.21,0.0894295239337855,5
"Animal.680","Atij","EBA",18.13,"Ast",6,"Ast_Bd",7,1,"Atij (EBA)",1416,1,17.21,0.0520774145433115,5
"Animal.681","Atij","EBA",17.02,"Ast",6,"Ast_Bd",7,1,"Atij (EBA)",1417,1,17.21,-0.0111014870782201,5
"Animal.683","Atij","EBA",18.5,"Ast",6,"Ast_Bd",7,1,"Atij (EBA)",1418,1,17.21,0.0722801218608311,5
"Animal.684","Gudeda","EBA",18.38,"Ast",6,"Ast_Bd",7,1,"Gudeda (EBA)",1419,7,17.21,0.0657725067040929,5
"Animal.685","Gudeda","EBA",17.72,"Ast",6,"Ast_Bd",7,1,"Gudeda (EBA)",1420,7,17.21,0.0292033349534867,5
"Animal.686","Gudeda","EBA",18.67,"Ast",6,"Ast_Bd",7,1,"Gudeda (EBA)",1421,7,17.21,0.0814273473301833,5
"Animal.687","Raqai","EBA",18.51,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1422,14,17.21,0.0728205163619581,5
"Animal.688","Raqai","EBA",17.24,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1423,14,17.21,0.00174165501209878,5
"Animal.689","Raqai","EBA",17.6,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1424,14,17.21,0.022408291820658,5
"Animal.690","Raqai","EBA",17.94,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1426,14,17.21,0.041542246407202,5
"Animal.691","Raqai","EBA",19.05,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1427,14,17.21,0.101576491349262,5
"Animal.692","Raqai","EBA",17.95,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1428,14,17.21,0.0420995047108398,5
"Animal.693","Raqai","EBA",17.68,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1429,14,17.21,0.0269434469860494,5
"Animal.694","Raqai","EBA",19.75,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1430,14,17.21,0.137662881123683,5
"Animal.695","Raqai","EBA",19.76,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1431,14,17.21,0.138169082096274,5
"Animal.696","Raqai","EBA",20.09,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1432,14,17.21,0.154731568603395,5
"Animal.697","Raqai","EBA",18.31,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1433,14,17.21,0.0619567484629712,5
"Animal.698","Raqai","EBA",18.69,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1434,14,17.21,0.0824980112440235,5
"Animal.699","Raqai","EBA",19.28,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1435,14,17.21,0.113577678958951,5
"Animal.700","Raqai","EBA",19.9,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1438,14,17.21,0.145229121506999,5
"Animal.701","Raqai","EBA",18.18,"Ast",6,"Ast_Bd",7,1,"Raqai (EBA)",1439,14,17.21,0.0548314785258846,5
"Animal.793","Hirbemerdon Tepe","MBA",18.9,"Ast",6,"Ast_Bd",7,1,"Hirbemerdon Tepe (MBA)",1717,8,17.21,0.0936713118421484,6
"Animal.794","Hirbemerdon Tepe","MBA",19.8,"Ast",6,"Ast_Bd",7,1,"Hirbemerdon Tepe (MBA)",1720,8,17.21,0.140191327477042,6
"Animal.795","Hirbemerdon Tepe","MBA",18.2,"Ast",6,"Ast_Bd",7,1,"Hirbemerdon Tepe (MBA)",1731,8,17.21,0.0559309838593015,6
"Animal.796","Basur Hoyuk","MBA",21.9,"Ast",6,"Ast_Bd",7,1,"Basur Hoyuk (MBA)",1739,2,17.21,0.240996026599007,6
"Animal.797","Kenan Tepe","MBA",19,"Ast",6,"Ast_Bd",7,1,"Kenan Tepe (MBA)",1740,10,17.21,0.0989483689429923,6
"Animal.798","Kenan Tepe","MBA",19.3,"Ast",6,"Ast_Bd",7,1,"Kenan Tepe (MBA)",1746,10,17.21,0.114614485687392,6
"Animal.799","Kenan Tepe","MBA",19.3,"Ast",6,"Ast_Bd",7,1,"Kenan Tepe (MBA)",1753,10,17.21,0.114614485687392,6
"Animal.800","Muslumantepe","MBA",22.9,"Ast",6,"Ast_Bd",7,1,"Muslumantepe (MBA)",1766,13,17.21,0.285646300336746,6
"Animal.801","Muslumantepe","MBA",21.8,"Ast",6,"Ast_Bd",7,1,"Muslumantepe (MBA)",1776,13,17.21,0.236419359571595,6
"Animal.860","Tell Beydar","EBA",20,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1836,18,17.21,0.150241663330543,5
"Animal.861","Tell Beydar","EBA",18,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1837,18,17.21,0.0448811476727166,5
"Animal.862","Tell Beydar","EBA",18.5,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1838,18,17.21,0.0722801218608311,5
"Animal.863","Tell Beydar","EBA",18.6,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1839,18,17.21,0.0776709704957076,5
"Animal.864","Tell Beydar","EBA",16.3,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1840,18,17.21,-0.0543255024107314,5
"Animal.866","Tell Beydar","EBA",18.2,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1841,18,17.21,0.0559309838593015,5
"Animal.867","Tell Beydar","EBA",18.4,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1842,18,17.21,0.0668600543914919,5
"Animal.868","Tell Beydar","EBA",18.8,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1843,18,17.21,0.0883662596124554,5
"Animal.869","Tell Beydar","EBA",19.7,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1844,18,17.21,0.135128025520495,5
"Animal.870","Tell Beydar","EBA",17.4,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1845,18,17.21,0.0109795959970352,5
"Animal.871","Tell Beydar","EBA",19.7,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1846,18,17.21,0.135128025520495,5
"Animal.872","Tell Beydar","EBA",19,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1847,18,17.21,0.0989483689429923,5
"Animal.873","Tell Beydar","EBA",18.5,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1848,18,17.21,0.0722801218608311,5
"Animal.874","Tell Beydar","EBA",17.6,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1849,18,17.21,0.022408291820658,5
"Animal.875","Tell Beydar","EBA",17.3,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1850,18,17.21,0.00521589128028526,5
"Animal.876","Tell Beydar","EBA",21.9,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1851,18,17.21,0.240996026599007,5
"Animal.877","Tell Beydar","EBA",17.3,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1852,18,17.21,0.00521589128028526,5
"Animal.878","Tell Beydar","EBA",18.2,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1853,18,17.21,0.0559309838593015,5
"Animal.879","Tell Beydar","EBA",17.6,"Ast",6,"Ast_Bd",7,1,"Tell Beydar (EBA)",1854,18,17.21,0.022408291820658,5
"Animal.899","Tell Sabi Abyad (Op III)","PN",19.4,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1872,24,17.21,0.119782455845834,1
"Animal.900","Tell Sabi Abyad (Op III)","PN",21.2,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1874,24,17.21,0.208510571454519,1
"Animal.901","Tell Sabi Abyad (Op III)","PN",19.6,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1875,24,17.21,0.130038956013023,1
"Animal.902","Tell Sabi Abyad (Op III)","PN",19.5,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1876,24,17.21,0.124923855346253,1
"Animal.903","Tell Sabi Abyad (Op III)","PN",19.3,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1877,24,17.21,0.114614485687392,1
"Animal.904","Tell Sabi Abyad (Op III)","PN",18.4,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1878,24,17.21,0.0668600543914919,1
"Animal.905","Tell Sabi Abyad (Op III)","PN",17.5,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1879,24,17.21,0.0167102707060203,1
"Animal.906","Tell Sabi Abyad (Op III)","PN",18.9,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1880,24,17.21,0.0936713118421484,1
"Animal.907","Tell Sabi Abyad (Op III)","PN",15.8,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1881,24,17.21,-0.0854806701905269,1
"Animal.908","Tell Sabi Abyad (Op III)","PN",18.8,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1882,24,17.21,0.0883662596124554,1
"Animal.909","Tell Sabi Abyad (Op III)","PN",15.9,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1883,24,17.21,-0.0791715009972622,1
"Animal.910","Tell Sabi Abyad (Op III)","PN",17.6,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1885,24,17.21,0.022408291820658,1
"Animal.913","Tell Sabi Abyad (Op III)","PN",18.2,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1886,24,17.21,0.0559309838593015,1
"Animal.914","Tell Sabi Abyad (Op III)","PN",18.8,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1887,24,17.21,0.0883662596124554,1
"Animal.915","Tell Sabi Abyad (Op III)","PN",16.7,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1888,24,17.21,-0.0300818908007387,1
"Animal.916","Tell Sabi Abyad (Op III)","PN",18.2,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1889,24,17.21,0.0559309838593015,1
"Animal.917","Tell Sabi Abyad (Op III)","PN",22.2,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1890,24,17.21,0.254601678654786,1
"Animal.918","Tell Sabi Abyad (Op III)","PN",18.1,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1891,24,17.21,0.050421328048332,1
"Animal.920","Tell Sabi Abyad (Op III)","PN",19.3,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1893,24,17.21,0.114614485687392,1
"Animal.921","Tell Sabi Abyad (Op III)","PN",18.4,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1894,24,17.21,0.0668600543914919,1
"Animal.922","Tell Sabi Abyad (Op III)","PN",17.3,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1895,24,17.21,0.00521589128028526,1
"Animal.923","Tell Sabi Abyad (Op III)","PN",17.1,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1896,24,17.21,-0.00641214671483384,1
"Animal.924","Tell Sabi Abyad (Op III)","PN",17.8,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1897,24,17.21,0.0337078470745915,1
"Animal.926","Tell Sabi Abyad (Op III)","PN",19.8,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1898,24,17.21,0.140191327477042,1
"Animal.927","Tell Sabi Abyad (Op III)","PN",20,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1899,24,17.21,0.150241663330543,1
"Animal.929","Tell Sabi Abyad (Op III)","PN",17.8,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1900,24,17.21,0.0337078470745915,1
"Animal.932","Tell Sabi Abyad (Op III)","PN",18.6,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1902,24,17.21,0.0776709704957076,1
"Animal.933","Tell Sabi Abyad (Op III)","PN",20.8,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1903,24,17.21,0.189462376483824,1
"Animal.934","Tell Sabi Abyad (Op III)","PN",18.3,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1904,24,17.21,0.0614104496239271,1
"Animal.936","Tell Sabi Abyad (Op III)","PN",17.6,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1905,24,17.21,0.022408291820658,1
"Animal.937","Tell Sabi Abyad (Op III)","PN",17.3,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1906,24,17.21,0.00521589128028526,1
"Animal.938","Tell Sabi Abyad (Op III)","PN",17.6,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1907,24,17.21,0.022408291820658,1
"Animal.939","Tell Sabi Abyad (Op III)","PN",19.4,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1908,24,17.21,0.119782455845834,1
"Animal.940","Tell Sabi Abyad (Op III)","PN",16.5,"Ast",6,"Ast_Bd",7,1,"Tell Sabi Abyad (Op III) (PN)",1910,24,17.21,-0.0421302293169132,1
