"Specimen","Site","Period","Measurement_value","Element","Element_Portion","Measurement","Measurement_Set","Immature","Site_Name","Specimen_No","Site_No","Reference_value","LSI_ln","Period_No"
"Animal.17","Tell Surezha","LC 1-3",30.2,"Hum_dist",1,"Hum_Bd",1,1,"Tell Surezha (LC 1-3)",365,25,28.62,0.053736150252519,3
"Animal.18","Tell Surezha","LC 1-3",33.7,"Hum_dist",1,"Hum_Bd",1,1,"Tell Surezha (LC 1-3)",376,25,28.62,0.163392063230011,3
"Animal.19","Tell Surezha","LC 1-3",36.7,"Hum_dist",1,"Hum_Bd",1,1,"Tell Surezha (LC 1-3)",387,25,28.62,0.24867098093222,3
"Animal.31","El Kowm 2","PN",28,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PN)",512,4,28.62,-0.021901263953101,1
"Animal.32","El Kowm 2","PN",28,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PN)",523,4,28.62,-0.021901263953101,1
"Animal.33","El Kowm 2","PN",30.2,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PN)",534,4,28.62,0.053736150252519,1
"Animal.34","El Kowm 2","PN",29.8,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PN)",545,4,28.62,0.0404026193830539,1
"Animal.35","El Kowm 2","PN",31.2,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PN)",556,4,28.62,0.0863123206871317,1
"Animal.36","El Kowm 2","PN",30,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PN)",563,4,28.62,0.0470916075338506,1
"Animal.37","El Kowm 2","PPNB",30.5,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",573,5,28.62,0.0636209094850611,1
"Animal.38","El Kowm 2","PPNB",31.7,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",580,5,28.62,0.10221090675493,1
"Animal.39","El Kowm 2","PPNB",32,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",591,5,28.62,0.111630128671422,1
"Animal.40","El Kowm 2","PPNB",30.5,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",603,5,28.62,0.0636209094850611,1
"Animal.41","El Kowm 2","PPNB",31.7,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",614,5,28.62,0.10221090675493,1
"Animal.42","El Kowm 2","PPNB",29.5,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",625,5,28.62,0.0302844892174692,1
"Animal.43","El Kowm 2","PPNB",31.5,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",636,5,28.62,0.0958817717032825,1
"Animal.44","El Kowm 2","PPNB",31.3,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",645,5,28.62,0.0895123234178026,1
"Animal.45","El Kowm 2","PPNB",29.4,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",655,5,28.62,0.026888900216331,1
"Animal.46","El Kowm 2","PPNB",30.6,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",666,5,28.62,0.0668942348300302,1
"Animal.47","El Kowm 2","PPNB",29.6,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",675,5,28.62,0.0336685872017098,1
"Animal.48","El Kowm 2","PPNB",29.6,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",720,5,28.62,0.0336685872017098,1
"Animal.49","El Kowm 2","PPNB",30,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",829,5,28.62,0.0470916075338506,1
"Animal.50","El Kowm 2","PPNB",33.6,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",940,5,28.62,0.160420292840854,1
"Animal.51","El Kowm 2","PPNB",32,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1050,5,28.62,0.111630128671422,1
"Animal.52","El Kowm 2","PPNB",29.2,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1076,5,28.62,0.0200629351459311,1
"Animal.53","El Kowm 2","PPNB",29,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1187,5,28.62,0.0131900558581692,1
"Animal.54","El Kowm 2","PPNB",28.5,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1216,5,28.62,-0.00420168685370008,1
"Animal.55","El Kowm 2","PPNB",30,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1227,5,28.62,0.0470916075338506,1
"Animal.56","El Kowm 2","PPNB",31.2,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1238,5,28.62,0.0863123206871317,1
"Animal.57","El Kowm 2","PPNB",30,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1248,5,28.62,0.0470916075338506,1
"Animal.58","El Kowm 2","PPNB",32,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1256,5,28.62,0.111630128671422,1
"Animal.59","El Kowm 2","PPNB",32.5,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1264,5,28.62,0.127134315207387,1
"Animal.60","El Kowm 2","PPNB",36.2,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1276,5,28.62,0.234953344703421,1
"Animal.61","El Kowm 2","PPNB",33.2,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1287,5,28.62,0.148444101794138,1
"Animal.62","El Kowm 2","PPNB",31,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1329,5,28.62,0.0798814303568413,1
"Animal.63","El Kowm 2","PPNB",33.2,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1353,5,28.62,0.148444101794138,1
"Animal.64","El Kowm 2","PPNB",35.4,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1371,5,28.62,0.212606046011424,1
"Animal.65","El Kowm 2","PPNB",31.8,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1382,5,28.62,0.105360515657826,1
"Animal.66","El Kowm 2","PPNB",34.7,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1393,5,28.62,0.192633912824509,1
"Animal.67","El Kowm 2","PPNB",35.5,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1404,5,28.62,0.215426922353065,1
"Animal.68","El Kowm 2","PPNB",33.3,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1415,5,28.62,0.151451622858093,1
"Animal.69","El Kowm 2","PPNB",33.2,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1425,5,28.62,0.148444101794138,1
"Animal.70","El Kowm 2","PPNB",32.9,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1437,5,28.62,0.139366883643021,1
"Animal.71","El Kowm 2","PPNB",31.8,"Hum_dist",1,"Hum_Bd",1,1,"El Kowm 2 (PPNB)",1448,5,28.62,0.105360515657826,1
"Animal.116","Sabi Abyad","Halaf",27.1,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",124,16,28.62,-0.0545720462426496,2
"Animal.117","Sabi Abyad","Halaf",27.5,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",125,16,28.62,-0.0399197694557792,2
"Animal.118","Sabi Abyad","Halaf",27.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",126,16,28.62,-0.0362900014052005,2
"Animal.119","Sabi Abyad","Halaf",28.1,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",127,16,28.62,-0.0183361977886047,2
"Animal.120","Sabi Abyad","Halaf",28.4,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",129,16,28.62,-0.00771662896114459,2
"Animal.121","Sabi Abyad","Halaf",28.7,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",130,16,28.62,0.00279134863727055,2
"Animal.122","Sabi Abyad","Halaf",28.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",131,16,28.62,0.0062696130135954,2
"Animal.123","Sabi Abyad","Halaf",30.1,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",136,16,28.62,0.0504193976265253,2
"Animal.124","Sabi Abyad","Halaf",30.9,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",147,16,28.62,0.0766504097753948,2
"Animal.125","Sabi Abyad","Halaf",31.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",158,16,28.62,0.0990513464645616,2
"Animal.126","Sabi Abyad","Halaf",32.3,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",169,16,28.62,0.120961456100306,2
"Animal.127","Sabi Abyad","Halaf",32.5,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",180,16,28.62,0.127134315207387,2
"Animal.128","Sabi Abyad","Halaf",32.5,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",191,16,28.62,0.127134315207387,2
"Animal.129","Sabi Abyad","Halaf",32.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",202,16,28.62,0.136322741261793,2
"Animal.130","Sabi Abyad","Halaf",32.9,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",214,16,28.62,0.139366883643021,2
"Animal.131","Sabi Abyad","Halaf",34,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",225,16,28.62,0.172254750487856,2
"Animal.133","Sabi Abyad","Halaf",25.3,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",247,16,28.62,-0.12330137839483,2
"Animal.134","Sabi Abyad","Halaf",26.2,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",258,16,28.62,-0.0883463633612538,2
"Animal.135","Sabi Abyad","Halaf",28.5,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",269,16,28.62,-0.00420168685370008,2
"Animal.136","Sabi Abyad","Halaf",28.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",280,16,28.62,-0.000699056302497882,2
"Animal.137","Sabi Abyad","Halaf",28.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",291,16,28.62,-0.000699056302497882,2
"Animal.138","Sabi Abyad","Halaf",28.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",302,16,28.62,-0.000699056302497882,2
"Animal.139","Sabi Abyad","Halaf",29.1,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",313,16,28.62,0.0166324000491421,2
"Animal.140","Sabi Abyad","Halaf",29.4,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",325,16,28.62,0.026888900216331,2
"Animal.141","Sabi Abyad","Halaf",29.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",335,16,28.62,0.0336685872017098,2
"Animal.142","Sabi Abyad","Halaf",29.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",336,16,28.62,0.0404026193830539,2
"Animal.143","Sabi Abyad","Halaf",29.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",337,16,28.62,0.0404026193830539,2
"Animal.144","Sabi Abyad","Halaf",29.9,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",338,16,28.62,0.0437527062683357,2
"Animal.145","Sabi Abyad","Halaf",30.1,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",339,16,28.62,0.0504193976265253,2
"Animal.146","Sabi Abyad","Halaf",30.1,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",340,16,28.62,0.0504193976265253,2
"Animal.147","Sabi Abyad","Halaf",30.2,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",341,16,28.62,0.053736150252519,2
"Animal.148","Sabi Abyad","Halaf",30.3,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",342,16,28.62,0.0570419383870185,2
"Animal.149","Sabi Abyad","Halaf",30.3,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",343,16,28.62,0.0570419383870185,2
"Animal.150","Sabi Abyad","Halaf",30.5,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",344,16,28.62,0.0636209094850611,2
"Animal.151","Sabi Abyad","Halaf",30.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",345,16,28.62,0.0668942348300302,2
"Animal.152","Sabi Abyad","Halaf",31.2,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",346,16,28.62,0.0863123206871317,2
"Animal.153","Sabi Abyad","Halaf",31.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",347,16,28.62,0.0990513464645616,2
"Animal.154","Sabi Abyad","Halaf",31.7,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",348,16,28.62,0.10221090675493,2
"Animal.155","Sabi Abyad","Halaf",31.7,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",349,16,28.62,0.10221090675493,2
"Animal.156","Sabi Abyad","Halaf",31.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",350,16,28.62,0.105360515657826,2
"Animal.157","Sabi Abyad","Halaf",32,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",351,16,28.62,0.111630128671422,2
"Animal.158","Sabi Abyad","Halaf",32.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (Halaf)",352,16,28.62,0.136322741261793,2
"Animal.159","Sabi Abyad","PN",26.1,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",353,17,28.62,-0.0921704597996571,1
"Animal.160","Sabi Abyad","PN",27.2,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",355,17,28.62,-0.0508888008263533,1
"Animal.161","Sabi Abyad","PN",27.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",356,17,28.62,-0.0290697534317135,1
"Animal.162","Sabi Abyad","PN",28.1,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",357,17,28.62,-0.0183361977886047,1
"Animal.163","Sabi Abyad","PN",28.2,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",358,17,28.62,-0.014783796184237,1
"Animal.164","Sabi Abyad","PN",28.3,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",359,17,28.62,-0.0112439694791129,1
"Animal.165","Sabi Abyad","PN",28.4,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",360,17,28.62,-0.00771662896114459,1
"Animal.166","Sabi Abyad","PN",28.4,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",361,17,28.62,-0.00771662896114459,1
"Animal.167","Sabi Abyad","PN",28.5,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",362,17,28.62,-0.00420168685370008,1
"Animal.168","Sabi Abyad","PN",28.5,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",363,17,28.62,-0.00420168685370008,1
"Animal.169","Sabi Abyad","PN",28.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",364,17,28.62,-0.000699056302497882,1
"Animal.170","Sabi Abyad","PN",28.7,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",366,17,28.62,0.00279134863727055,1
"Animal.171","Sabi Abyad","PN",28.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",367,17,28.62,0.0062696130135954,1
"Animal.172","Sabi Abyad","PN",28.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",368,17,28.62,0.0062696130135954,1
"Animal.173","Sabi Abyad","PN",28.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",369,17,28.62,0.0062696130135954,1
"Animal.174","Sabi Abyad","PN",28.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",370,17,28.62,0.0062696130135954,1
"Animal.175","Sabi Abyad","PN",28.9,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",371,17,28.62,0.00973582099008165,1
"Animal.176","Sabi Abyad","PN",28.9,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",372,17,28.62,0.00973582099008165,1
"Animal.177","Sabi Abyad","PN",29.3,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",373,17,28.62,0.0234817418947167,1
"Animal.178","Sabi Abyad","PN",29.4,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",374,17,28.62,0.026888900216331,1
"Animal.179","Sabi Abyad","PN",29.5,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",375,17,28.62,0.0302844892174692,1
"Animal.180","Sabi Abyad","PN",29.8,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",377,17,28.62,0.0404026193830539,1
"Animal.181","Sabi Abyad","PN",30,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",378,17,28.62,0.0470916075338506,1
"Animal.182","Sabi Abyad","PN",30.2,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",379,17,28.62,0.053736150252519,1
"Animal.183","Sabi Abyad","PN",30.2,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",380,17,28.62,0.053736150252519,1
"Animal.184","Sabi Abyad","PN",30.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",381,17,28.62,0.0668942348300302,1
"Animal.185","Sabi Abyad","PN",30.7,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",382,17,28.62,0.0701568804648466,1
"Animal.186","Sabi Abyad","PN",31.2,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",383,17,28.62,0.0863123206871317,1
"Animal.187","Sabi Abyad","PN",31.3,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",384,17,28.62,0.0895123234178026,1
"Animal.188","Sabi Abyad","PN",31.6,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",385,17,28.62,0.0990513464645616,1
"Animal.189","Sabi Abyad","PN",31.7,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",386,17,28.62,0.10221090675493,1
"Animal.190","Sabi Abyad","PN",32,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",388,17,28.62,0.111630128671422,1
"Animal.191","Sabi Abyad","PN",32.2,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",389,17,28.62,0.117860678422058,1
"Animal.192","Sabi Abyad","PN",33.7,"Hum_dist",1,"Hum_Bd",1,1,"Sabi Abyad (PN)",390,17,28.62,0.163392063230011,1
"Animal.374","Gritille","PPNB",32.3,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",574,6,28.62,0.120961456100306,1
"Animal.375","Gritille","PPNB",29.6,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",575,6,28.62,0.0336685872017098,1
"Animal.376","Gritille","PPNB",31.1,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",576,6,28.62,0.0831020450568837,1
"Animal.377","Gritille","PPNB",28.9,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",577,6,28.62,0.00973582099008165,1
"Animal.378","Gritille","PPNB",31.6,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",578,6,28.62,0.0990513464645616,1
"Animal.379","Gritille","PPNB",29.75,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",579,6,28.62,0.0387233578633339,1
"Animal.380","Gritille","PPNB",31.36,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",581,6,28.62,0.0914274213539021,1
"Animal.381","Gritille","PPNB",30.9,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",582,6,28.62,0.0766504097753948,1
"Animal.382","Gritille","PPNB",39.8,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",583,6,28.62,0.329761138162087,1
"Animal.383","Gritille","PPNB",28.3,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",584,6,28.62,-0.0112439694791129,1
"Animal.384","Gritille","PPNB",34.8,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",585,6,28.62,0.195511612652124,1
"Animal.385","Gritille","PPNB",30.2,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",586,6,28.62,0.053736150252519,1
"Animal.386","Gritille","PPNB",31.6,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",587,6,28.62,0.0990513464645616,1
"Animal.389","Gritille","PPNB",29.8,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",590,6,28.62,0.0404026193830539,1
"Animal.390","Gritille","PPNB",30.3,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",592,6,28.62,0.0570419383870185,1
"Animal.391","Gritille","PPNB",28.6,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",593,6,28.62,-0.000699056302497882,1
"Animal.392","Gritille","PPNB",31.2,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",594,6,28.62,0.0863123206871317,1
"Animal.393","Gritille","PPNB",29.7,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",595,6,28.62,0.0370412716803491,1
"Animal.394","Gritille","PPNB",28.9,"Hum_dist",1,"Hum_Bd",1,1,"Gritille (PPNB)",596,6,28.62,0.00973582099008165,1
"Animal.506","Mezraa-Teleilat","PPNB",29.7,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1006,12,28.62,0.0370412716803491,1
"Animal.507","Mezraa-Teleilat","PPNB",30.9,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1017,12,28.62,0.0766504097753948,1
"Animal.508","Mezraa-Teleilat","PPNB",28.2,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1028,12,28.62,-0.014783796184237,1
"Animal.509","Mezraa-Teleilat","PPNB",30,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1039,12,28.62,0.0470916075338506,1
"Animal.510","Mezraa-Teleilat","PPNB",32.9,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1051,12,28.62,0.139366883643021,1
"Animal.511","Mezraa-Teleilat","PPNB",32.1,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1062,12,28.62,0.114750256007665,1
"Animal.512","Mezraa-Teleilat","PPNB",30.7,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1068,12,28.62,0.0701568804648466,1
"Animal.513","Mezraa-Teleilat","PPNB",31.6,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1069,12,28.62,0.0990513464645616,1
"Animal.514","Mezraa-Teleilat","PPNB",29.6,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1070,12,28.62,0.0336685872017098,1
"Animal.515","Mezraa-Teleilat","PPNB",27.6,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1071,12,28.62,-0.0362900014052005,1
"Animal.516","Mezraa-Teleilat","PPNB",29.6,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1072,12,28.62,0.0336685872017098,1
"Animal.517","Mezraa-Teleilat","PPNB",31,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1073,12,28.62,0.0798814303568413,1
"Animal.518","Mezraa-Teleilat","PPNB",32.1,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1074,12,28.62,0.114750256007665,1
"Animal.519","Mezraa-Teleilat","PPNB",32.1,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1075,12,28.62,0.114750256007665,1
"Animal.520","Mezraa-Teleilat","PPNB",29.2,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1077,12,28.62,0.0200629351459311,1
"Animal.521","Mezraa-Teleilat","PPNB",31.4,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1088,12,28.62,0.0927021187859028,1
"Animal.522","Mezraa-Teleilat","PPNB",31.7,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1099,12,28.62,0.10221090675493,1
"Animal.523","Mezraa-Teleilat","PPNB",30.6,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1110,12,28.62,0.0668942348300302,1
"Animal.524","Mezraa-Teleilat","PPNB",30.6,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1121,12,28.62,0.0668942348300302,1
"Animal.525","Mezraa-Teleilat","PPNB",30.4,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1132,12,28.62,0.0603368342838711,1
"Animal.526","Mezraa-Teleilat","PPNB",32.4,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1143,12,28.62,0.124052648669979,1
"Animal.527","Mezraa-Teleilat","PPNB",29.8,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1154,12,28.62,0.0404026193830539,1
"Animal.528","Mezraa-Teleilat","PPNB",31.4,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1165,12,28.62,0.0927021187859028,1
"Animal.529","Mezraa-Teleilat","PPNB",30.3,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1176,12,28.62,0.0570419383870185,1
"Animal.531","Mezraa-Teleilat","PPNB",25.8,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1199,12,28.62,-0.103731282200733,1
"Animal.532","Mezraa-Teleilat","PPNB",28.7,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1208,12,28.62,0.00279134863727055,1
"Animal.533","Mezraa-Teleilat","PPNB",28.8,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1209,12,28.62,0.0062696130135954,1
"Animal.534","Mezraa-Teleilat","PPNB",33.9,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1210,12,28.62,0.1693092402581,1
"Animal.535","Mezraa-Teleilat","PPNB",31.1,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1211,12,28.62,0.0831020450568837,1
"Animal.536","Mezraa-Teleilat","PPNB",30.7,"Hum_dist",1,"Hum_Bd",1,1,"Mezraa-Teleilat (PPNB)",1212,12,28.62,0.0701568804648466,1
