"Specimen_No","Specimen","Site_No","Site","Period_No","Period","Element_Portion","Element","LSI","p_immature","p_female","p_male"
511,"Animal.309",16,"Sabi Abyad",2,"Halaf",7,"Cal",0.212,0,0.25,0.75
512,"Animal.31",4,"El Kowm 2",1,"PN",1,"Hum_dist",-0.016,0.23,0.6,0.17
513,"Animal.310",16,"Sabi Abyad",2,"Halaf",7,"Cal",0.153,0,0.27,0.73
514,"Animal.311",17,"Sabi Abyad",1,"PN",7,"Cal",0.059,0,0.52,0.48
515,"Animal.312",17,"Sabi Abyad",1,"PN",7,"Cal",-0.04,0,0.82,0.18
516,"Animal.313",17,"Sabi Abyad",1,"PN",7,"Cal",0.078,0,0.46,0.54
517,"Animal.314",17,"Sabi Abyad",1,"PN",7,"Cal",0.059,0,0.52,0.48
518,"Animal.315",17,"Sabi Abyad",1,"PN",7,"Cal",0.103,0,0.38,0.62
519,"Animal.316",16,"Sabi Abyad",2,"Halaf",8,"Mtt",-0.04,0,0.73,0.27
520,"Animal.317",16,"Sabi Abyad",2,"Halaf",8,"Mtt",-0.04,0,0.73,0.27
521,"Animal.318",16,"Sabi Abyad",2,"Halaf",8,"Mtt",-0.036,0,0.72,0.28
522,"Animal.319",16,"Sabi Abyad",2,"Halaf",8,"Mtt",-0.036,0,0.71,0.29
523,"Animal.32",4,"El Kowm 2",1,"PN",1,"Hum_dist",-0.016,0.23,0.6,0.17
524,"Animal.320",16,"Sabi Abyad",2,"Halaf",8,"Mtt",-0.032,0,0.7,0.3
525,"Animal.321",16,"Sabi Abyad",2,"Halaf",8,"Mtt",0.004,0,0.58,0.42
526,"Animal.322",16,"Sabi Abyad",2,"Halaf",8,"Mtt",0.04,0,0.45,0.55
527,"Animal.323",16,"Sabi Abyad",2,"Halaf",8,"Mtt",0.077,0,0.33,0.67
528,"Animal.324",17,"Sabi Abyad",1,"PN",8,"Mtt",-0.016,0,0.73,0.27
529,"Animal.325",17,"Sabi Abyad",1,"PN",8,"Mtt",-0.011,0,0.72,0.28
530,"Animal.326",17,"Sabi Abyad",1,"PN",8,"Mtt",-0.012,0,0.72,0.28
531,"Animal.327",17,"Sabi Abyad",1,"PN",8,"Mtt",-0.008,0,0.71,0.29
532,"Animal.328",17,"Sabi Abyad",1,"PN",8,"Mtt",0.016,0,0.63,0.37
533,"Animal.329",17,"Sabi Abyad",1,"PN",8,"Mtt",0.031,0,0.57,0.43
534,"Animal.33",4,"El Kowm 2",1,"PN",1,"Hum_dist",0.049,0.13,0.49,0.38
535,"Animal.330",17,"Sabi Abyad",1,"PN",8,"Mtt",0.035,0,0.56,0.44
536,"Animal.331",17,"Sabi Abyad",1,"PN",8,"Mtt",0.039,0,0.54,0.46
537,"Animal.332",17,"Sabi Abyad",1,"PN",8,"Mtt",0.075,0,0.4,0.6
538,"Animal.333",17,"Sabi Abyad",1,"PN",8,"Mtt",0.141,0,0.21,0.79
539,"Animal.334",18,"Tell Beydar",5,"EBA",8,"Mtt",0.133,0,0.32,0.68
540,"Animal.335",18,"Tell Beydar",5,"EBA",8,"Mtt",0.037,0,0.69,0.31
541,"Animal.336",18,"Tell Beydar",5,"EBA",8,"Mtt",0.017,0,0.76,0.24
542,"Animal.337",18,"Tell Beydar",5,"EBA",8,"Mtt",0.025,0,0.73,0.27
543,"Animal.338",18,"Tell Beydar",5,"EBA",8,"Mtt",0.064,0,0.58,0.42
544,"Animal.339",18,"Tell Beydar",5,"EBA",8,"Mtt",0.116,0,0.38,0.62
545,"Animal.34",4,"El Kowm 2",1,"PN",1,"Hum_dist",0.038,0.15,0.52,0.33
546,"Animal.340",18,"Tell Beydar",5,"EBA",8,"Mtt",0.129,0,0.33,0.67
547,"Animal.341",18,"Tell Beydar",5,"EBA",8,"Mtt",0.179,0,0.23,0.77
548,"Animal.342",19,"Tell Beydar",3,"LC 1-3",6,"Ast",0.203,0.25,0.23,0.51
549,"Animal.343",19,"Tell Beydar",3,"LC 1-3",6,"Ast",0.129,0.45,0.34,0.21
550,"Animal.344",18,"Tell Beydar",5,"EBA",6,"Ast",-0.02,0.5,0.41,0.09
551,"Animal.345",18,"Tell Beydar",5,"EBA",6,"Ast",-0.01,0.5,0.4,0.1
552,"Animal.346",18,"Tell Beydar",5,"EBA",6,"Ast",0.02,0.49,0.39,0.12
553,"Animal.347",18,"Tell Beydar",5,"EBA",6,"Ast",0.067,0.41,0.37,0.22
554,"Animal.348",18,"Tell Beydar",5,"EBA",6,"Ast",0.096,0.33,0.34,0.33
555,"Animal.349",18,"Tell Beydar",5,"EBA",6,"Ast",0.11,0.29,0.32,0.4
556,"Animal.35",4,"El Kowm 2",1,"PN",1,"Hum_dist",0.078,0.1,0.4,0.51
557,"Animal.350",18,"Tell Beydar",5,"EBA",6,"Ast",0.157,0.13,0.22,0.65
558,"Animal.351",18,"Tell Beydar",5,"EBA",6,"Ast",0.205,0.04,0.13,0.82
559,"Animal.352",18,"Tell Beydar",5,"EBA",6,"Ast",0.206,0.04,0.13,0.82
560,"Animal.353",18,"Tell Beydar",5,"EBA",6,"Ast",0.234,0.02,0.11,0.87
561,"Animal.354",18,"Tell Beydar",5,"EBA",6,"Ast",0.179,0.08,0.18,0.74
562,"Animal.355",18,"Tell Beydar",5,"EBA",6,"Ast",0.188,0.07,0.16,0.77
563,"Animal.36",4,"El Kowm 2",1,"PN",1,"Hum_dist",0.044,0.14,0.5,0.36
564,"Animal.360",18,"Tell Beydar",5,"EBA",4,"Mtc",0.168,0,0.18,0.82
565,"Animal.361",18,"Tell Beydar",5,"EBA",4,"Mtc",0.004,0,0.76,0.24
566,"Animal.362",19,"Tell Beydar",3,"LC 1-3",2,"Rad_prox",0.065,0.36,0.43,0.2
567,"Animal.363",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.258,0.01,0.11,0.89
568,"Animal.364",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.008,0.36,0.5,0.14
569,"Animal.365",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.086,0.23,0.42,0.36
570,"Animal.366",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.09,0.22,0.41,0.37
571,"Animal.367",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.15,0.09,0.27,0.64
572,"Animal.368",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.015,0.35,0.5,0.15
573,"Animal.37",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.064,0.19,0.57,0.24
574,"Animal.374",6,"Gritille",1,"PPNB",1,"Hum_dist",0.123,0.05,0.32,0.63
575,"Animal.375",6,"Gritille",1,"PPNB",1,"Hum_dist",-0.001,0.2,0.62,0.18
576,"Animal.376",6,"Gritille",1,"PPNB",1,"Hum_dist",0.086,0.09,0.47,0.44
577,"Animal.377",6,"Gritille",1,"PPNB",1,"Hum_dist",0.004,0.2,0.62,0.19
578,"Animal.378",6,"Gritille",1,"PPNB",1,"Hum_dist",0.099,0.08,0.42,0.51
579,"Animal.379",6,"Gritille",1,"PPNB",1,"Hum_dist",0.035,0.16,0.59,0.25
580,"Animal.38",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.098,0.14,0.5,0.36
581,"Animal.380",6,"Gritille",1,"PPNB",1,"Hum_dist",0.082,0.09,0.48,0.42
582,"Animal.381",6,"Gritille",1,"PPNB",1,"Hum_dist",0.067,0.11,0.53,0.36
583,"Animal.382",6,"Gritille",1,"PPNB",1,"Hum_dist",0.315,0,0.04,0.96
584,"Animal.383",6,"Gritille",1,"PPNB",1,"Hum_dist",-0.01,0.21,0.61,0.17
585,"Animal.384",6,"Gritille",1,"PPNB",1,"Hum_dist",0.147,0.03,0.23,0.74
586,"Animal.385",6,"Gritille",1,"PPNB",1,"Hum_dist",0.054,0.13,0.56,0.31
587,"Animal.386",6,"Gritille",1,"PPNB",1,"Hum_dist",0.071,0.11,0.52,0.38
588,"Animal.387",6,"Gritille",1,"PPNB",1,"Hum_dist",0.122,0.05,0.32,0.62
589,"Animal.388",6,"Gritille",1,"PPNB",1,"Hum_dist",0.055,0.13,0.55,0.32
590,"Animal.389",6,"Gritille",1,"PPNB",1,"Hum_dist",0.045,0.14,0.58,0.28
591,"Animal.39",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.106,0.12,0.47,0.4
592,"Animal.390",6,"Gritille",1,"PPNB",1,"Hum_dist",0.055,0.13,0.56,0.31
593,"Animal.391",6,"Gritille",1,"PPNB",1,"Hum_dist",-0.003,0.21,0.61,0.18
594,"Animal.392",6,"Gritille",1,"PPNB",1,"Hum_dist",0.093,0.08,0.44,0.48
595,"Animal.393",6,"Gritille",1,"PPNB",1,"Hum_dist",0.04,0.15,0.59,0.27
596,"Animal.394",6,"Gritille",1,"PPNB",1,"Hum_dist",-0.025,0.23,0.61,0.16
597,"Animal.395",6,"Gritille",1,"PPNB",2,"Rad_prox",0.057,0.26,0.44,0.31
598,"Animal.396",6,"Gritille",1,"PPNB",2,"Rad_prox",0.086,0.19,0.38,0.43
599,"Animal.397",6,"Gritille",1,"PPNB",2,"Rad_prox",0.061,0.25,0.43,0.32
600,"Animal.398",6,"Gritille",1,"PPNB",3,"Rad_dist",0.097,0,0.38,0.62
601,"Animal.399",6,"Gritille",1,"PPNB",2,"Rad_prox",0.046,0.28,0.45,0.27
602,"Animal.4",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.117,0.57,0.3,0.13
603,"Animal.40",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.064,0.19,0.57,0.24
604,"Animal.400",6,"Gritille",1,"PPNB",3,"Rad_dist",0.006,0,0.73,0.27
605,"Animal.401",6,"Gritille",1,"PPNB",2,"Rad_prox",-0.036,0.43,0.47,0.11
606,"Animal.402",6,"Gritille",1,"PPNB",2,"Rad_prox",0.058,0.26,0.44,0.31
607,"Animal.403",6,"Gritille",1,"PPNB",2,"Rad_prox",-0.048,0.44,0.47,0.1
608,"Animal.404",6,"Gritille",1,"PPNB",2,"Rad_prox",0.044,0.29,0.45,0.25
609,"Animal.405",6,"Gritille",1,"PPNB",2,"Rad_prox",-0.057,0.44,0.46,0.1
610,"Animal.406",6,"Gritille",1,"PPNB",2,"Rad_prox",0.127,0.11,0.27,0.62
611,"Animal.407",6,"Gritille",1,"PPNB",2,"Rad_prox",0.15,0.07,0.21,0.72
612,"Animal.408",6,"Gritille",1,"PPNB",2,"Rad_prox",0.05,0.28,0.45,0.28
613,"Animal.409",6,"Gritille",1,"PPNB",2,"Rad_prox",0.102,0.16,0.34,0.5
614,"Animal.41",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.097,0.14,0.5,0.36
615,"Animal.410",6,"Gritille",1,"PPNB",2,"Rad_prox",0.023,0.33,0.47,0.2
616,"Animal.411",6,"Gritille",1,"PPNB",2,"Rad_prox",0.126,0.11,0.27,0.62
617,"Animal.412",6,"Gritille",1,"PPNB",2,"Rad_prox",0.1,0.16,0.34,0.49
618,"Animal.413",6,"Gritille",1,"PPNB",2,"Rad_prox",0.121,0.12,0.28,0.6
619,"Animal.414",6,"Gritille",1,"PPNB",2,"Rad_prox",0.063,0.25,0.43,0.33
620,"Animal.415",6,"Gritille",1,"PPNB",2,"Rad_prox",0.072,0.22,0.41,0.37
621,"Animal.416",6,"Gritille",1,"PPNB",2,"Rad_prox",0.08,0.21,0.39,0.4
622,"Animal.417",6,"Gritille",1,"PPNB",2,"Rad_prox",0.082,0.2,0.39,0.41
623,"Animal.418",6,"Gritille",1,"PPNB",7,"Cal",0.017,0,0.65,0.35
624,"Animal.419",6,"Gritille",1,"PPNB",7,"Cal",0.017,0,0.65,0.35
625,"Animal.42",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.036,0.23,0.6,0.17
626,"Animal.420",6,"Gritille",1,"PPNB",7,"Cal",0.149,0,0.25,0.75
627,"Animal.421",6,"Gritille",1,"PPNB",7,"Cal",0.018,0,0.65,0.35
628,"Animal.422",6,"Gritille",1,"PPNB",7,"Cal",-0.057,0,0.82,0.18
629,"Animal.423",6,"Gritille",1,"PPNB",7,"Cal",-0.032,0,0.78,0.22
630,"Animal.424",6,"Gritille",1,"PPNB",7,"Cal",0.064,0,0.48,0.52
631,"Animal.425",6,"Gritille",1,"PPNB",7,"Cal",0.018,0,0.64,0.36
632,"Animal.426",6,"Gritille",1,"PPNB",7,"Cal",0.161,0,0.23,0.77
633,"Animal.427",6,"Gritille",1,"PPNB",6,"Ast",0.045,0.49,0.38,0.12
634,"Animal.428",6,"Gritille",1,"PPNB",6,"Ast",-0.002,0.55,0.36,0.09
635,"Animal.429",6,"Gritille",1,"PPNB",6,"Ast",0.081,0.43,0.37,0.21
636,"Animal.43",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.092,0.15,0.51,0.34
637,"Animal.430",6,"Gritille",1,"PPNB",6,"Ast",0.008,0.54,0.37,0.09
638,"Animal.431",6,"Gritille",1,"PPNB",6,"Ast",0.17,0.15,0.18,0.67
639,"Animal.433",6,"Gritille",1,"PPNB",6,"Ast",0.048,0.49,0.38,0.13
640,"Animal.434",6,"Gritille",1,"PPNB",6,"Ast",0.051,0.48,0.38,0.14
641,"Animal.435",6,"Gritille",1,"PPNB",6,"Ast",0.077,0.43,0.37,0.2
642,"Animal.436",6,"Gritille",1,"PPNB",6,"Ast",0.072,0.44,0.37,0.18
643,"Animal.437",6,"Gritille",1,"PPNB",6,"Ast",0.069,0.45,0.37,0.18
644,"Animal.438",6,"Gritille",1,"PPNB",6,"Ast",0.054,0.48,0.38,0.14
645,"Animal.44",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.087,0.15,0.53,0.32
646,"Animal.440",6,"Gritille",1,"PPNB",6,"Ast",-0.007,0.55,0.36,0.09
647,"Animal.441",6,"Gritille",1,"PPNB",6,"Ast",0.086,0.42,0.36,0.23
648,"Animal.442",6,"Gritille",1,"PPNB",6,"Ast",0.091,0.4,0.35,0.24
649,"Animal.444",6,"Gritille",1,"PPNB",6,"Ast",0.141,0.25,0.25,0.5
650,"Animal.445",6,"Gritille",1,"PPNB",6,"Ast",0.145,0.23,0.25,0.52
651,"Animal.446",6,"Gritille",1,"PPNB",6,"Ast",0.008,0.54,0.37,0.09
652,"Animal.447",6,"Gritille",1,"PPNB",6,"Ast",0.09,0.4,0.35,0.24
653,"Animal.448",6,"Gritille",1,"PPNB",6,"Ast",0.067,0.45,0.38,0.17
654,"Animal.449",6,"Gritille",1,"PPNB",6,"Ast",0.072,0.45,0.37,0.18
655,"Animal.45",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.033,0.23,0.6,0.16
656,"Animal.450",6,"Gritille",1,"PPNB",6,"Ast",0.045,0.49,0.38,0.13
657,"Animal.451",6,"Gritille",1,"PPNB",6,"Ast",0.022,0.53,0.38,0.1
658,"Animal.452",6,"Gritille",1,"PPNB",6,"Ast",0.113,0.34,0.32,0.34
659,"Animal.453",6,"Gritille",1,"PPNB",6,"Ast",0.072,0.45,0.37,0.18
660,"Animal.454",6,"Gritille",1,"PPNB",6,"Ast",0.058,0.47,0.38,0.15
661,"Animal.455",6,"Gritille",1,"PPNB",6,"Ast",0.072,0.44,0.37,0.18
662,"Animal.456",6,"Gritille",1,"PPNB",6,"Ast",0.022,0.52,0.38,0.1
663,"Animal.457",6,"Gritille",1,"PPNB",6,"Ast",0.05,0.49,0.38,0.13
664,"Animal.458",6,"Gritille",1,"PPNB",6,"Ast",0.063,0.46,0.38,0.16
665,"Animal.459",6,"Gritille",1,"PPNB",6,"Ast",0.068,0.45,0.38,0.17
666,"Animal.46",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.068,0.18,0.57,0.25
667,"Animal.461",6,"Gritille",1,"PPNB",6,"Ast",0.054,0.48,0.38,0.14
668,"Animal.462",6,"Gritille",1,"PPNB",6,"Ast",0.104,0.37,0.33,0.3
669,"Animal.463",6,"Gritille",1,"PPNB",6,"Ast",0.132,0.28,0.28,0.45
670,"Animal.464",6,"Gritille",1,"PPNB",6,"Ast",0.008,0.54,0.37,0.09
671,"Animal.465",6,"Gritille",1,"PPNB",6,"Ast",0.117,0.33,0.31,0.36
672,"Animal.466",6,"Gritille",1,"PPNB",6,"Ast",0.091,0.4,0.35,0.24
673,"Animal.468",6,"Gritille",1,"PPNB",6,"Ast",0.122,0.31,0.3,0.39
674,"Animal.469",6,"Gritille",1,"PPNB",6,"Ast",0.082,0.42,0.37,0.21
675,"Animal.47",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.039,0.23,0.6,0.17
676,"Animal.470",6,"Gritille",1,"PPNB",6,"Ast",0.045,0.49,0.38,0.13
677,"Animal.471",6,"Gritille",1,"PPNB",6,"Ast",0.045,0.49,0.38,0.13
678,"Animal.472",6,"Gritille",1,"PPNB",6,"Ast",0.104,0.37,0.33,0.3
679,"Animal.473",6,"Gritille",1,"PPNB",6,"Ast",0.079,0.43,0.37,0.2
680,"Animal.474",6,"Gritille",1,"PPNB",6,"Ast",0.022,0.53,0.37,0.1
681,"Animal.475",6,"Gritille",1,"PPNB",6,"Ast",0.113,0.34,0.32,0.34
682,"Animal.4765",15,"Rubeidheh",4,"LC 4-5",1,"Hum_dist",0.12,0.14,0.57,0.29
683,"Animal.4766",15,"Rubeidheh",4,"LC 4-5",1,"Hum_dist",0.091,0.18,0.62,0.2
684,"Animal.4767",15,"Rubeidheh",4,"LC 4-5",1,"Hum_dist",0.233,0.03,0.22,0.75
685,"Animal.4768",15,"Rubeidheh",4,"LC 4-5",1,"Hum_dist",0.198,0.05,0.33,0.62
686,"Animal.4769",15,"Rubeidheh",4,"LC 4-5",1,"Hum_dist",0.092,0.18,0.62,0.2
687,"Animal.477",6,"Gritille",1,"PPNB",6,"Ast",0.081,0.43,0.37,0.21
688,"Animal.4770",15,"Rubeidheh",4,"LC 4-5",2,"Rad_prox",0.101,0.32,0.48,0.2
689,"Animal.4771",15,"Rubeidheh",4,"LC 4-5",2,"Rad_prox",0.19,0.14,0.32,0.54
690,"Animal.4772",15,"Rubeidheh",4,"LC 4-5",2,"Rad_prox",0.096,0.33,0.48,0.19
691,"Animal.4773",15,"Rubeidheh",4,"LC 4-5",6,"Ast",0.203,0.32,0.31,0.37
692,"Animal.4774",15,"Rubeidheh",4,"LC 4-5",6,"Ast",0.215,0.28,0.29,0.43
693,"Animal.4775",15,"Rubeidheh",4,"LC 4-5",6,"Ast",0.131,0.47,0.39,0.14
694,"Animal.4776",15,"Rubeidheh",4,"LC 4-5",6,"Ast",0.19,0.35,0.33,0.32
695,"Animal.4777",15,"Rubeidheh",4,"LC 4-5",6,"Ast",0.144,0.45,0.38,0.17
696,"Animal.4778",15,"Rubeidheh",4,"LC 4-5",8,"Mtt",0.115,0,0.67,0.33
697,"Animal.4779",15,"Rubeidheh",4,"LC 4-5",8,"Mtt",0.205,0.01,0.34,0.66
698,"Animal.478",6,"Gritille",1,"PPNB",6,"Ast",0.017,0.53,0.37,0.1
699,"Animal.4780",25,"Tell Surezha",3,"LC 1-3",9,"PH1",0.066,0,0.72,0.28
700,"Animal.4781",25,"Tell Surezha",3,"LC 1-3",9,"PH1",0.097,0,0.62,0.38
701,"Animal.4782",25,"Tell Surezha",3,"LC 1-3",9,"PH1",0.126,0,0.51,0.49
702,"Animal.4783",25,"Tell Surezha",3,"LC 1-3",10,"PH2",-0.036,0,0.87,0.13
703,"Animal.4784",25,"Tell Surezha",3,"LC 1-3",10,"PH2",0.196,0,0.31,0.69
704,"Animal.4785",25,"Tell Surezha",3,"LC 1-3",10,"PH2",0.177,0,0.36,0.64
705,"Animal.4786",25,"Tell Surezha",3,"LC 1-3",5,"Tib",0.169,0,0.39,0.61
706,"Animal.4787",25,"Tell Surezha",3,"LC 1-3",5,"Tib",0.104,0,0.63,0.37
707,"Animal.4788",25,"Tell Surezha",3,"LC 1-3",5,"Tib",0.116,0.06,0.55,0.39
708,"Animal.4789",25,"Tell Surezha",3,"LC 1-3",5,"Tib",0.113,0,0.6,0.4
709,"Animal.479",6,"Gritille",1,"PPNB",6,"Ast",0.164,0.17,0.2,0.63
710,"Animal.4790",25,"Tell Surezha",3,"LC 1-3",5,"Tib",0.138,0.04,0.48,0.48
711,"Animal.4791",25,"Tell Surezha",3,"LC 1-3",5,"Tib",0.239,0,0.21,0.79
712,"Animal.4792",25,"Tell Surezha",3,"LC 1-3",5,"Tib",0.17,0,0.38,0.62
713,"Animal.4793",25,"Tell Surezha",3,"LC 1-3",5,"Tib",0.046,0,0.81,0.19
714,"Animal.4794",4,"El Kowm 2",1,"PN",9,"PH1",0.192,0,0.22,0.78
715,"Animal.4795",5,"El Kowm 2",1,"PPNB",9,"PH1",0.142,0,0.48,0.52
716,"Animal.4796",5,"El Kowm 2",1,"PPNB",9,"PH1",0.155,0,0.43,0.57
717,"Animal.4797",5,"El Kowm 2",1,"PPNB",9,"PH1",0.202,0,0.23,0.77
718,"Animal.4798",5,"El Kowm 2",1,"PPNB",9,"PH1",0.083,0,0.71,0.29
719,"Animal.4799",5,"El Kowm 2",1,"PPNB",9,"PH1",0.084,0,0.71,0.29
720,"Animal.48",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.04,0.22,0.6,0.18
721,"Animal.480",6,"Gritille",1,"PPNB",6,"Ast",0.127,0.3,0.29,0.42
722,"Animal.4800",5,"El Kowm 2",1,"PPNB",10,"PH2",0.118,0,0.53,0.47
723,"Animal.4801",5,"El Kowm 2",1,"PPNB",10,"PH2",0.085,0,0.65,0.35
724,"Animal.4802",5,"El Kowm 2",1,"PPNB",10,"PH2",0.136,0,0.47,0.53
725,"Animal.4803",5,"El Kowm 2",1,"PPNB",10,"PH2",0.063,0,0.72,0.28
726,"Animal.4804",5,"El Kowm 2",1,"PPNB",10,"PH2",0.115,0,0.55,0.45
727,"Animal.4805",5,"El Kowm 2",1,"PPNB",10,"PH2",0.164,0,0.37,0.63
728,"Animal.4806",5,"El Kowm 2",1,"PPNB",10,"PH2",0.107,0,0.57,0.43
729,"Animal.4807",5,"El Kowm 2",1,"PPNB",10,"PH2",0.112,0,0.56,0.44
730,"Animal.4808",17,"Sabi Abyad",1,"PN",9,"PH1",0.018,0,0.71,0.29
731,"Animal.4809",17,"Sabi Abyad",1,"PN",9,"PH1",0.104,0,0.37,0.63
732,"Animal.481",6,"Gritille",1,"PPNB",6,"Ast",0.203,0.07,0.11,0.82
733,"Animal.4810",17,"Sabi Abyad",1,"PN",9,"PH1",0.059,0,0.57,0.43
734,"Animal.4811",16,"Sabi Abyad",2,"Halaf",10,"PH2",0.073,0,0.5,0.5
735,"Animal.4812",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",-0.048,0,0.83,0.17
736,"Animal.4813",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.04,0,0.62,0.38
737,"Animal.4814",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.031,0,0.66,0.34
738,"Animal.4815",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.006,0,0.74,0.26
739,"Animal.4816",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.064,0,0.52,0.48
740,"Animal.4817",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",-0.046,0,0.83,0.17
741,"Animal.4818",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.135,0,0.23,0.77
742,"Animal.4819",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.098,0,0.37,0.63
743,"Animal.482",6,"Gritille",1,"PPNB",6,"Ast",0.068,0.45,0.38,0.17
744,"Animal.4820",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.08,0,0.45,0.55
745,"Animal.4821",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.105,0,0.34,0.66
746,"Animal.4822",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.058,0,0.55,0.45
747,"Animal.4823",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.141,0,0.21,0.79
748,"Animal.4824",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.098,0,0.37,0.63
749,"Animal.4825",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.048,0,0.59,0.41
750,"Animal.4826",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",-0.015,0,0.79,0.21
751,"Animal.4827",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.019,0,0.7,0.3
752,"Animal.4828",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.124,0,0.27,0.73
753,"Animal.4829",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.076,0,0.47,0.53
754,"Animal.483",6,"Gritille",1,"PPNB",6,"Ast",0.068,0.45,0.37,0.17
755,"Animal.4830",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.146,0,0.2,0.8
756,"Animal.4831",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.078,0,0.46,0.54
757,"Animal.4832",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.031,0,0.66,0.34
758,"Animal.4833",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",-0.01,0,0.78,0.22
759,"Animal.4834",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.102,0,0.36,0.64
760,"Animal.4835",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.002,0,0.75,0.25
761,"Animal.4836",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.043,0,0.61,0.39
762,"Animal.4837",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",-0.011,0,0.78,0.22
763,"Animal.4838",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",0.144,0,0.21,0.79
764,"Animal.4839",24,"Tell Sabi Abyad (Op III)",1,"PN",9,"PH1",-0.013,0,0.78,0.22
765,"Animal.484",6,"Gritille",1,"PPNB",6,"Ast",0.195,0.09,0.13,0.78
766,"Animal.4840",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.064,0,0.55,0.45
767,"Animal.4841",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.033,0,0.66,0.34
768,"Animal.4842",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.141,0,0.29,0.71
769,"Animal.4843",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.058,0,0.57,0.43
770,"Animal.4844",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.046,0,0.62,0.38
771,"Animal.4845",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.139,0,0.3,0.7
772,"Animal.4846",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.053,0,0.59,0.41
773,"Animal.4847",23,"Tell Sabi Abyad (Op III)",2,"Halaf",10,"PH2",0.079,0,0.49,0.51
774,"Animal.4848",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.009,0,0.74,0.26
775,"Animal.4849",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.028,0,0.68,0.32
776,"Animal.485",6,"Gritille",1,"PPNB",6,"Ast",0.098,0.38,0.34,0.27
777,"Animal.4850",24,"Tell Sabi Abyad (Op III)",1,"PN",10,"PH2",0.056,0,0.58,0.42
778,"Animal.4851",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.074,0,0.88,0.12
779,"Animal.4852",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.025,0,0.77,0.23
780,"Animal.4853",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.077,0,0.4,0.6
