Specimen,Site,Period,Measurement_value,Element,Element_Portion,Measurement,Measurement_Set,Immature,Site_Name,Specimen_No,Site_No
Animal.245,Sabi Abyad,PN,32.2,Rad_prox,2,Rad_Bp,3,1,Sabi Abyad (PN),449,19
Animal.246,Sabi Abyad,PN,32.6,Rad_prox,2,Rad_Bp,3,1,Sabi Abyad (PN),450,19
Animal.247,Sabi Abyad,PN,32.7,Rad_prox,2,Rad_Bp,3,1,Sabi Abyad (PN),451,19
Animal.248,Sabi Abyad,PN,32.7,Rad_prox,2,Rad_Bp,3,1,Sabi Abyad (PN),452,19
Animal.249,Sabi Abyad,PN,33.9,Rad_prox,2,Rad_Bp,3,1,Sabi Abyad (PN),453,19
Animal.250,Sabi Abyad,PN,34.2,Rad_prox,2,Rad_Bp,3,1,Sabi Abyad (PN),455,19
Animal.362,Tell Beydar,LC 1-3,31.3,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (LC 1-3),566,21
Animal.363,Tell Beydar,EBA,38.8,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),567,20
Animal.364,Tell Beydar,EBA,29.4,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),568,20
Animal.365,Tell Beydar,EBA,32.1,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),569,20
Animal.366,Tell Beydar,EBA,32.2,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),570,20
Animal.367,Tell Beydar,EBA,34.4,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),571,20
Animal.368,Tell Beydar,EBA,29.6,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),572,20
Animal.395,Gritille,PPNB,31.2,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),597,7
Animal.396,Gritille,PPNB,32.2,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),598,7
Animal.397,Gritille,PPNB,31.3,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),599,7
Animal.399,Gritille,PPNB,30.81,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),601,7
Animal.401,Gritille,PPNB,28,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),605,7
Animal.402,Gritille,PPNB,31.2,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),606,7
Animal.403,Gritille,PPNB,27.6,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),607,7
Animal.404,Gritille,PPNB,30.7,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),608,7
Animal.405,Gritille,PPNB,27.3,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),609,7
Animal.406,Gritille,PPNB,33.7,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),610,7
Animal.407,Gritille,PPNB,34.6,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),611,7
Animal.408,Gritille,PPNB,30.9,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),612,7
Animal.409,Gritille,PPNB,32.8,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),613,7
Animal.410,Gritille,PPNB,30,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),615,7
Animal.411,Gritille,PPNB,33.7,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),616,7
Animal.412,Gritille,PPNB,32.7,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),617,7
Animal.413,Gritille,PPNB,33.5,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),618,7
Animal.414,Gritille,PPNB,31.4,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),619,7
Animal.415,Gritille,PPNB,31.7,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),620,7
Animal.416,Gritille,PPNB,32,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),621,7
Animal.417,Gritille,PPNB,32.06,Rad_prox,2,Rad_Bp,3,1,Gritille (PPNB),622,7
Animal.496,Mezraa-Teleilat,PPNB,33.1,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1131,14
Animal.497,Mezraa-Teleilat,PPNB,29.4,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1142,14
Animal.543,Mezraa-Teleilat,PPNB,31.4,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1456,14
Animal.544,Mezraa-Teleilat,PPNB,29.5,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1457,14
Animal.545,Mezraa-Teleilat,PPNB,34.2,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1458,14
Animal.548,Mezraa-Teleilat,PPNB,29.8,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1461,14
Animal.549,Mezraa-Teleilat,PPNB,30.9,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1462,14
Animal.550,Mezraa-Teleilat,PPNB,31.1,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1464,14
Animal.552,Mezraa-Teleilat,PPNB,28.8,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1466,14
Animal.553,Mezraa-Teleilat,PPNB,29.5,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1467,14
Animal.554,Mezraa-Teleilat,PPNB,33.7,Rad_dist,3,Rad_Bp,3,0,Mezraa-Teleilat (PPNB),1468,14
Animal.555,Mezraa-Teleilat,PPNB,31.9,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1469,14
Animal.556,Mezraa-Teleilat,PPNB,30.7,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1470,14
Animal.609,Mezraa-Teleilat,PPNB,30.7,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1580,14
Animal.611,Mezraa-Teleilat,PPNB,29.8,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1603,14
Animal.613,Mezraa-Teleilat,PPNB,32.6,Rad_prox,2,Rad_Bp,3,1,Mezraa-Teleilat (PPNB),1625,14
Animal.648,Atij,EBA,33.7,Rad_prox,2,Rad_Bp,3,1,Atij (EBA),1775,1
Animal.649,Atij,EBA,30.3,Rad_prox,2,Rad_Bp,3,1,Atij (EBA),1776,1
Animal.651,Gudeda,EBA,30.97,Rad_prox,2,Rad_Bp,3,1,Gudeda (EBA),1779,8
Animal.652,Raqai,EBA,28.39,Rad_prox,2,Rad_Bp,3,1,Raqai (EBA),1780,16
Animal.653,Raqai,EBA,29.15,Rad_prox,2,Rad_Bp,3,1,Raqai (EBA),1781,16
Animal.654,Raqai,EBA,36.76,Rad_prox,2,Rad_Bp,3,1,Raqai (EBA),1782,16
Animal.655,Raqai,EBA,29.82,Rad_dist,3,Rad_Bp,3,0,Raqai (EBA),1783,16
Animal.657,Raqai,EBA,33.38,Rad_prox,2,Rad_Bp,3,1,Raqai (EBA),1785,16
Animal.658,Raqai,EBA,31.36,Rad_prox,2,Rad_Bp,3,1,Raqai (EBA),1786,16
Animal.659,Raqai,EBA,31.38,Rad_prox,2,Rad_Bp,3,1,Raqai (EBA),1787,16
Animal.660,Raqai,EBA,33.33,Rad_prox,2,Rad_Bp,3,1,Raqai (EBA),1789,16
Animal.764,Hirbemerdon Tepe,MBA,33.9,Rad_prox,2,Rad_Bp,3,1,Hirbemerdon Tepe (MBA),1902,9
Animal.765,Kenan Tepe,MBA,31,Rad_prox,2,Rad_Bp,3,1,Kenan Tepe (MBA),1913,12
Animal.766,Turbe Hoyuk,MBA,34.6,Rad_prox,2,Rad_Bp,3,1,Turbe Hoyuk (MBA),1924,29
Animal.769,Muslumantepe,MBA,35.3,Rad_prox,2,Rad_Bp,3,1,Muslumantepe (MBA),1940,15
Animal.770,Muslumantepe,MBA,36,Rad_prox,2,Rad_Bp,3,1,Muslumantepe (MBA),1952,15
Animal.771,Hirbemerdon Tepe,MBA,35.8,Rad_prox,2,Rad_Bp,3,1,Hirbemerdon Tepe (MBA),1961,9
Animal.845,Tell Beydar,EBA,28.6,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),2215,20
Animal.846,Tell Beydar,EBA,29.9,Rad_dist,3,Rad_Bp,3,0,Tell Beydar (EBA),2216,20
Animal.847,Tell Beydar,EBA,32,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),2217,20
Animal.848,Tell Beydar,EBA,33.6,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),2218,20
Animal.849,Tell Beydar,EBA,33.9,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),2219,20
Animal.850,Tell Beydar,EBA,29.4,Rad_dist,3,Rad_Bp,3,0,Tell Beydar (EBA),2221,20
Animal.851,Tell Beydar,EBA,32.3,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),2222,20
Animal.852,Tell Beydar,EBA,33.5,Rad_prox,2,Rad_Bp,3,1,Tell Beydar (EBA),2223,20
Animal.1048,Tell Sabi Abyad (Op III),PN,31,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),53,27
Animal.1049,Tell Sabi Abyad (Op III),PN,29.9,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),54,27
Animal.1050,Tell Sabi Abyad (Op III),PN,30.1,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),56,27
Animal.1051,Tell Sabi Abyad (Op III),PN,32.8,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),57,27
Animal.1052,Tell Sabi Abyad (Op III),PN,32.4,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),58,27
Animal.1054,Tell Sabi Abyad (Op III),PN,30.1,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),60,27
Animal.1055,Tell Sabi Abyad (Op III),PN,29.8,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),61,27
Animal.1058,Tell Sabi Abyad (Op III),PN,31.4,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),64,27
Animal.1059,Tell Sabi Abyad (Op III),PN,36,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),65,27
Animal.1060,Tell Sabi Abyad (Op III),PN,29.6,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),67,27
Animal.1061,Tell Sabi Abyad (Op III),PN,28.7,Rad_dist,3,Rad_Bp,3,0,Tell Sabi Abyad (Op III) (PN),68,27
Animal.1062,Tell Sabi Abyad (Op III),PN,29.1,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),69,27
Animal.1063,Tell Sabi Abyad (Op III),PN,30.3,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),70,27
Animal.1067,Tell Sabi Abyad (Op III),PN,32,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),74,27
Animal.1068,Tell Sabi Abyad (Op III),PN,31.5,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),75,27
Animal.1069,Tell Sabi Abyad (Op III),PN,29.8,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),76,27
Animal.1070,Tell Sabi Abyad (Op III),PN,30.3,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),78,27
Animal.1071,Tell Sabi Abyad (Op III),PN,30.6,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),79,27
Animal.1072,Tell Sabi Abyad (Op III),PN,30.2,Rad_dist,3,Rad_Bp,3,0,Tell Sabi Abyad (Op III) (PN),80,27
Animal.1073,Tell Sabi Abyad (Op III),PN,31.4,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),81,27
Animal.1075,Tell Sabi Abyad (Op III),PN,30.8,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),83,27
Animal.1076,Tell Sabi Abyad (Op III),PN,30.9,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),84,27
Animal.1079,Tell Sabi Abyad (Op III),PN,29.2,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),87,27
Animal.1081,Tell Sabi Abyad (Op III),PN,29.2,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),90,27
Animal.1084,Tell Sabi Abyad (Op III),PN,29.7,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),93,27
Animal.1086,Tell Sabi Abyad (Op III),PN,26.2,Rad_dist,3,Rad_Bp,3,0,Tell Sabi Abyad (Op III) (PN),95,27
Animal.1087,Tell Sabi Abyad (Op III),PN,30.2,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),96,27
Animal.1088,Tell Sabi Abyad (Op III),PN,33.4,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),97,27
Animal.1089,Tell Sabi Abyad (Op III),PN,33.2,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),98,27
Animal.1093,Tell Sabi Abyad (Op III),PN,32.1,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),103,27
Animal.1094,Tell Sabi Abyad (Op III),PN,31.8,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),104,27
Animal.1095,Tell Sabi Abyad (Op III),PN,27.6,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (PN),105,27
Animal.1099,Tell Sabi Abyad (Op III),Halaf,28.6,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (Halaf),109,26
Animal.1101,Tell Sabi Abyad (Op III),Halaf,31.4,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (Halaf),113,26
Animal.1102,Tell Sabi Abyad (Op III),Halaf,31,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (Halaf),114,26
Animal.1103,Tell Sabi Abyad (Op III),Halaf,26.3,Rad_prox,2,Rad_Bp,3,1,Tell Sabi Abyad (Op III) (Halaf),115,26
Animal.1105,Umm Qseir,Halaf,31.9,Rad_prox,2,Rad_Bp,3,1,Umm Qseir (Halaf),116,30
Animal.1106,Umm Qseir,Halaf,31.3,Rad_prox,2,Rad_Bp,3,1,Umm Qseir (Halaf),117,30
Animal.1107,Umm Qseir,LC 4-5,35.5,Rad_prox,2,Rad_Bp,3,1,Umm Qseir (LC 4-5),118,31
Animal.1248,Domuztepe,Halaf,30,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),156,3
Animal.1249,Domuztepe,Halaf,29.6,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),157,3
Animal.1250,Domuztepe,Halaf,31.9,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),159,3
Animal.1251,Domuztepe,Halaf,30.3,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),160,3
Animal.1252,Domuztepe,Halaf,27.8,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),161,3
Animal.1253,Domuztepe,Halaf,27,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),162,3
Animal.1254,Domuztepe,Halaf,33.4,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),163,3
Animal.1255,Domuztepe,Halaf,30.2,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),164,3
Animal.1256,Domuztepe,Halaf,28.5,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),165,3
Animal.1257,Domuztepe,Halaf,29.1,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),166,3
Animal.1258,Domuztepe,Halaf,31,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),167,3
Animal.1259,Domuztepe,Halaf,32.5,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),168,3
Animal.1260,Domuztepe,Halaf,28.2,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),170,3
Animal.1261,Domuztepe,Halaf,30.7,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),171,3
Animal.1262,Domuztepe,Halaf,28.5,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),172,3
Animal.1263,Domuztepe,Halaf,33.3,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),173,3
Animal.1264,Domuztepe,Halaf,31.3,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),174,3
Animal.1265,Domuztepe,Halaf,28.3,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),175,3
Animal.1267,Domuztepe,Halaf,28,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),177,3
Animal.1268,Domuztepe,Halaf,29.1,Rad_dist,3,Rad_Bp,3,1,Domuztepe (Halaf),178,3
Animal.1270,Domuztepe,Halaf,34.2,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),181,3
Animal.1271,Domuztepe,Halaf,32.1,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),182,3
Animal.1272,Domuztepe,Halaf,33.5,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),183,3
Animal.1273,Domuztepe,Halaf,29.1,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),184,3
Animal.1274,Domuztepe,Halaf,27,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),185,3
Animal.1275,Domuztepe,Halaf,31,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),186,3
Animal.1276,Domuztepe,Halaf,28.9,Rad_prox,2,Rad_Bp,3,1,Domuztepe (Halaf),187,3
Animal.1315,Tell Mozan,EBA,34.3,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),231,24
Animal.1316,Tell Mozan,EBA,36,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),232,24
Animal.1317,Tell Mozan,EBA,38.2,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),233,24
Animal.1318,Tell Mozan,EBA,30.4,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),234,24
Animal.1319,Tell Mozan,EBA,29.8,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),235,24
Animal.1320,Tell Mozan,EBA,32,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),237,24
Animal.1321,Tell Mozan,EBA,30,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),238,24
Animal.1322,Tell Mozan,EBA,35,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),239,24
Animal.1323,Tell Mozan,EBA,34.3,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),240,24
Animal.1324,Tell Mozan,EBA,32.3,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),241,24
Animal.1325,Tell Mozan,EBA,24.6,Rad_dist,3,Rad_Bp,3,0,Tell Mozan (EBA),242,24
Animal.1326,Tell Mozan,EBA,27.1,Rad_dist,3,Rad_Bp,3,0,Tell Mozan (EBA),243,24
Animal.1327,Tell Mozan,EBA,37.2,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),244,24
Animal.1328,Tell Mozan,EBA,34.5,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),245,24
Animal.1329,Tell Mozan,EBA,29.7,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),246,24
Animal.1330,Tell Mozan,EBA,32.4,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (EBA),248,24
Animal.4770,Rubeidheh,LC 4-5,32.4,Rad_prox,2,Rad_Bp,3,1,Rubeidheh (LC 4-5),924,17
Animal.4771,Rubeidheh,LC 4-5,35.8,Rad_prox,2,Rad_Bp,3,1,Rubeidheh (LC 4-5),925,17
Animal.4772,Rubeidheh,LC 4-5,32.2,Rad_prox,2,Rad_Bp,3,1,Rubeidheh (LC 4-5),926,17
Animal.7595,Tell Mozan,MBA,27.4,Rad_dist,3,Rad_Bp,3,0,Tell Mozan (MBA),1873,25
Animal.7596,Tell Mozan,MBA,31.2,Rad_dist,3,Rad_Bp,3,0,Tell Mozan (MBA),1874,25
Animal.7597,Tell Mozan,MBA,29.4,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (MBA),1875,25
Animal.7598,Tell Mozan,MBA,31.3,Rad_dist,3,Rad_Bp,3,0,Tell Mozan (MBA),1876,25
Animal.7599,Tell Mozan,MBA,38,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (MBA),1877,25
Animal.7600,Tell Mozan,MBA,31.9,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (MBA),1879,25
Animal.7601,Tell Mozan,MBA,31.7,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (MBA),1880,25
Animal.7602,Tell Mozan,MBA,32.5,Rad_prox,2,Rad_Bp,3,1,Tell Mozan (MBA),1881,25
Animal.7704,Tell Chuera,EBA,27.9,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),1955,22
Animal.7705,Tell Chuera,EBA,32.6,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),1956,22
Animal.7706,Tell Chuera,EBA,32.3,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),1957,22
Animal.7707,Tell Chuera,EBA,34,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),1958,22
Animal.7708,Tell Chuera,EBA,33.3,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),1959,22
Animal.7709,Tell Chuera,EBA,33.9,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),1960,22
Animal.7710,Tell Chuera,EBA,31.3,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),1962,22
Animal.7711,Tell Chuera,EBA,31.8,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),1963,22
Animal.7712,Tell Chuera,EBA,31,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),1964,22
Animal.7713,Tell Chuera,EBA,30.7,Rad_dist,3,Rad_Bp,3,0,Tell Chuera (EBA),1965,22
Animal.7897,Tell Chuera,EBA,32.6,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),2094,22
Animal.7898,Tell Chuera,EBA,36.8,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),2095,22
Animal.7899,Tell Chuera,EBA,32.2,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),2096,22
Animal.7900,Tell Chuera,EBA,29.5,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),2098,22
Animal.7901,Tell Chuera,EBA,34.2,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),2099,22
Animal.7902,Tell Chuera,EBA,33,Rad_prox,2,Rad_Bp,3,1,Tell Chuera (EBA),2100,22
Animal.7903,Kharab Sayyar,EBA,35,Rad_prox,2,Rad_Bp,3,1,Kharab Sayyar (EBA),2101,13
Animal.7904,Kharab Sayyar,EBA,36.5,Rad_prox,2,Rad_Bp,3,1,Kharab Sayyar (EBA),2102,13
Animal.7905,Tell Chuera,EBA,34.2,Rad_dist,3,Rad_Bp,3,0,Tell Chuera (EBA),2103,22
Animal.28,Tell Surezha,LC 1-3,30.5,Rad_dist,3,Rad_Bd,4,0,Tell Surezha (LC 1-3),480,28
Animal.30,Tell Surezha,LC 1-3,30,Rad_dist,3,Rad_Bd,4,0,Tell Surezha (LC 1-3),502,28
Animal.73,El Kowm 2,PPNB,28.7,Rad_dist,3,Rad_Bd,4,0,El Kowm 2 (PPNB),1858,5
Animal.75,El Kowm 2,PPNB,28,Rad_dist,3,Rad_Bd,4,0,El Kowm 2 (PPNB),1860,5
Animal.76,El Kowm 2,PPNB,31.2,Rad_dist,3,Rad_Bd,4,0,El Kowm 2 (PPNB),1878,5
Animal.193,Sabi Abyad,Halaf,27.5,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (Halaf),391,18
Animal.194,Sabi Abyad,Halaf,28.4,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (Halaf),392,18
Animal.202,Sabi Abyad,Halaf,28.4,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (Halaf),402,18
Animal.208,Sabi Abyad,Halaf,26.4,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (Halaf),408,18
Animal.209,Sabi Abyad,Halaf,26.4,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (Halaf),409,18
Animal.210,Sabi Abyad,Halaf,26.6,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (Halaf),411,18
Animal.211,Sabi Abyad,Halaf,26.6,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (Halaf),412,18
Animal.212,Sabi Abyad,Halaf,28.2,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (Halaf),413,18
Animal.213,Sabi Abyad,Halaf,30.7,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (Halaf),414,18
Animal.224,Sabi Abyad,PN,25.7,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (PN),426,19
Animal.225,Sabi Abyad,PN,25.7,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (PN),427,19
Animal.226,Sabi Abyad,PN,26.6,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (PN),428,19
Animal.227,Sabi Abyad,PN,27.2,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (PN),429,19
Animal.228,Sabi Abyad,PN,27.6,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (PN),430,19
Animal.229,Sabi Abyad,PN,28.5,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (PN),431,19
Animal.230,Sabi Abyad,PN,28.8,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (PN),433,19
Animal.231,Sabi Abyad,PN,29.1,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (PN),434,19
Animal.232,Sabi Abyad,PN,30.7,Rad_dist,3,Rad_Bd,4,0,Sabi Abyad (PN),435,19
Animal.398,Gritille,PPNB,30.7,Rad_dist,3,Rad_Bd,4,0,Gritille (PPNB),600,7
Animal.400,Gritille,PPNB,27.65,Rad_dist,3,Rad_Bd,4,0,Gritille (PPNB),604,7
Animal.495,Mezraa-Teleilat,PPNB,24,Rad_dist,3,Rad_Bd,4,0,Mezraa-Teleilat (PPNB),1120,14
Animal.546,Mezraa-Teleilat,PPNB,28.1,Rad_dist,3,Rad_Bd,4,0,Mezraa-Teleilat (PPNB),1459,14
Animal.547,Mezraa-Teleilat,PPNB,28.5,Rad_dist,3,Rad_Bd,4,0,Mezraa-Teleilat (PPNB),1460,14
Animal.551,Mezraa-Teleilat,PPNB,28.4,Rad_dist,3,Rad_Bd,4,0,Mezraa-Teleilat (PPNB),1465,14
Animal.554,Mezraa-Teleilat,PPNB,31.4,Rad_dist,3,Rad_Bd,4,0,Mezraa-Teleilat (PPNB),1468,14
Animal.610,Mezraa-Teleilat,PPNB,28.5,Rad_dist,3,Rad_Bd,4,0,Mezraa-Teleilat (PPNB),1592,14
Animal.612,Mezraa-Teleilat,PPNB,30.1,Rad_dist,3,Rad_Bd,4,0,Mezraa-Teleilat (PPNB),1614,14
Animal.647,Atij,EBA,29.7,Rad_dist,3,Rad_Bd,4,0,Atij (EBA),1774,1
Animal.650,Gudeda,EBA,34.04,Rad_dist,3,Rad_Bd,4,0,Gudeda (EBA),1778,8
