Specimen,Site,Period,Measurement_value,Element,Element_Portion,Measurement,Measurement_Set,Immature,Site_Name,Specimen_No,Site_No
Animal.17,Tell Surezha,LC 1-3,30.2,Hum_dist,1,Hum_Bd,1,1,Tell Surezha (LC 1-3),365,28
Animal.18,Tell Surezha,LC 1-3,33.7,Hum_dist,1,Hum_Bd,1,1,Tell Surezha (LC 1-3),376,28
Animal.19,Tell Surezha,LC 1-3,36.7,Hum_dist,1,Hum_Bd,1,1,Tell Surezha (LC 1-3),387,28
Animal.31,El Kowm 2,PN,28,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PN),512,4
Animal.32,El Kowm 2,PN,28,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PN),523,4
Animal.33,El Kowm 2,PN,30.2,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PN),534,4
Animal.34,El Kowm 2,PN,29.8,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PN),545,4
Animal.35,El Kowm 2,PN,31.2,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PN),556,4
Animal.36,El Kowm 2,PN,30,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PN),563,4
Animal.37,El Kowm 2,PPNB,30.5,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),573,5
Animal.38,El Kowm 2,PPNB,31.7,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),580,5
Animal.39,El Kowm 2,PPNB,32,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),591,5
Animal.40,El Kowm 2,PPNB,30.5,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),603,5
Animal.41,El Kowm 2,PPNB,31.7,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),614,5
Animal.42,El Kowm 2,PPNB,29.5,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),625,5
Animal.43,El Kowm 2,PPNB,31.5,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),636,5
Animal.44,El Kowm 2,PPNB,31.3,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),645,5
Animal.45,El Kowm 2,PPNB,29.4,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),655,5
Animal.46,El Kowm 2,PPNB,30.6,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),743,5
Animal.47,El Kowm 2,PPNB,29.6,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),847,5
Animal.48,El Kowm 2,PPNB,29.6,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),956,5
Animal.49,El Kowm 2,PPNB,30,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1065,5
Animal.50,El Kowm 2,PPNB,33.6,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1176,5
Animal.51,El Kowm 2,PPNB,32,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1286,5
Animal.52,El Kowm 2,PPNB,29.2,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1312,5
Animal.53,El Kowm 2,PPNB,29,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1423,5
Animal.54,El Kowm 2,PPNB,28.5,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1452,5
Animal.55,El Kowm 2,PPNB,30,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1463,5
Animal.56,El Kowm 2,PPNB,31.2,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1474,5
Animal.57,El Kowm 2,PPNB,30,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1484,5
Animal.58,El Kowm 2,PPNB,32,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1492,5
Animal.59,El Kowm 2,PPNB,32.5,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1500,5
Animal.60,El Kowm 2,PPNB,36.2,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1512,5
Animal.61,El Kowm 2,PPNB,33.2,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1591,5
Animal.62,El Kowm 2,PPNB,31,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1681,5
Animal.63,El Kowm 2,PPNB,33.2,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1748,5
Animal.64,El Kowm 2,PPNB,35.4,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1766,5
Animal.65,El Kowm 2,PPNB,31.8,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1777,5
Animal.66,El Kowm 2,PPNB,34.7,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1788,5
Animal.67,El Kowm 2,PPNB,35.5,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1799,5
Animal.68,El Kowm 2,PPNB,33.3,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1810,5
Animal.69,El Kowm 2,PPNB,33.2,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1820,5
Animal.70,El Kowm 2,PPNB,32.9,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1832,5
Animal.71,El Kowm 2,PPNB,31.8,Hum_dist,1,Hum_Bd,1,1,El Kowm 2 (PPNB),1843,5
Animal.116,Sabi Abyad,Halaf,27.1,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),124,18
Animal.117,Sabi Abyad,Halaf,27.5,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),125,18
Animal.118,Sabi Abyad,Halaf,27.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),126,18
Animal.119,Sabi Abyad,Halaf,28.1,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),127,18
Animal.120,Sabi Abyad,Halaf,28.4,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),129,18
Animal.121,Sabi Abyad,Halaf,28.7,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),130,18
Animal.122,Sabi Abyad,Halaf,28.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),131,18
Animal.123,Sabi Abyad,Halaf,30.1,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),136,18
Animal.124,Sabi Abyad,Halaf,30.9,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),147,18
Animal.125,Sabi Abyad,Halaf,31.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),158,18
Animal.126,Sabi Abyad,Halaf,32.3,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),169,18
Animal.127,Sabi Abyad,Halaf,32.5,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),180,18
Animal.128,Sabi Abyad,Halaf,32.5,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),191,18
Animal.129,Sabi Abyad,Halaf,32.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),202,18
Animal.130,Sabi Abyad,Halaf,32.9,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),214,18
Animal.131,Sabi Abyad,Halaf,34,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),225,18
Animal.133,Sabi Abyad,Halaf,25.3,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),247,18
Animal.134,Sabi Abyad,Halaf,26.2,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),258,18
Animal.135,Sabi Abyad,Halaf,28.5,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),269,18
Animal.136,Sabi Abyad,Halaf,28.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),280,18
Animal.137,Sabi Abyad,Halaf,28.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),291,18
Animal.138,Sabi Abyad,Halaf,28.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),302,18
Animal.139,Sabi Abyad,Halaf,29.1,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),313,18
Animal.140,Sabi Abyad,Halaf,29.4,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),325,18
Animal.141,Sabi Abyad,Halaf,29.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),335,18
Animal.142,Sabi Abyad,Halaf,29.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),336,18
Animal.143,Sabi Abyad,Halaf,29.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),337,18
Animal.144,Sabi Abyad,Halaf,29.9,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),338,18
Animal.145,Sabi Abyad,Halaf,30.1,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),339,18
Animal.146,Sabi Abyad,Halaf,30.1,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),340,18
Animal.147,Sabi Abyad,Halaf,30.2,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),341,18
Animal.148,Sabi Abyad,Halaf,30.3,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),342,18
Animal.149,Sabi Abyad,Halaf,30.3,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),343,18
Animal.150,Sabi Abyad,Halaf,30.5,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),344,18
Animal.151,Sabi Abyad,Halaf,30.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),345,18
Animal.152,Sabi Abyad,Halaf,31.2,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),346,18
Animal.153,Sabi Abyad,Halaf,31.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),347,18
Animal.154,Sabi Abyad,Halaf,31.7,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),348,18
Animal.155,Sabi Abyad,Halaf,31.7,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),349,18
Animal.156,Sabi Abyad,Halaf,31.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),350,18
Animal.157,Sabi Abyad,Halaf,32,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),351,18
Animal.158,Sabi Abyad,Halaf,32.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (Halaf),352,18
Animal.159,Sabi Abyad,PN,26.1,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),353,19
Animal.160,Sabi Abyad,PN,27.2,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),355,19
Animal.161,Sabi Abyad,PN,27.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),356,19
Animal.162,Sabi Abyad,PN,28.1,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),357,19
Animal.163,Sabi Abyad,PN,28.2,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),358,19
Animal.164,Sabi Abyad,PN,28.3,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),359,19
Animal.165,Sabi Abyad,PN,28.4,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),360,19
Animal.166,Sabi Abyad,PN,28.4,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),361,19
Animal.167,Sabi Abyad,PN,28.5,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),362,19
Animal.168,Sabi Abyad,PN,28.5,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),363,19
Animal.169,Sabi Abyad,PN,28.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),364,19
Animal.170,Sabi Abyad,PN,28.7,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),366,19
Animal.171,Sabi Abyad,PN,28.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),367,19
Animal.172,Sabi Abyad,PN,28.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),368,19
Animal.173,Sabi Abyad,PN,28.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),369,19
Animal.174,Sabi Abyad,PN,28.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),370,19
Animal.175,Sabi Abyad,PN,28.9,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),371,19
Animal.176,Sabi Abyad,PN,28.9,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),372,19
Animal.177,Sabi Abyad,PN,29.3,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),373,19
Animal.178,Sabi Abyad,PN,29.4,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),374,19
Animal.179,Sabi Abyad,PN,29.5,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),375,19
Animal.180,Sabi Abyad,PN,29.8,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),377,19
Animal.181,Sabi Abyad,PN,30,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),378,19
Animal.182,Sabi Abyad,PN,30.2,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),379,19
Animal.183,Sabi Abyad,PN,30.2,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),380,19
Animal.184,Sabi Abyad,PN,30.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),381,19
Animal.185,Sabi Abyad,PN,30.7,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),382,19
Animal.186,Sabi Abyad,PN,31.2,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),383,19
Animal.187,Sabi Abyad,PN,31.3,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),384,19
Animal.188,Sabi Abyad,PN,31.6,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),385,19
Animal.189,Sabi Abyad,PN,31.7,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),386,19
Animal.190,Sabi Abyad,PN,32,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),388,19
Animal.191,Sabi Abyad,PN,32.2,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),389,19
Animal.192,Sabi Abyad,PN,33.7,Hum_dist,1,Hum_Bd,1,1,Sabi Abyad (PN),390,19
Animal.374,Gritille,PPNB,32.3,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),574,7
Animal.375,Gritille,PPNB,29.6,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),575,7
Animal.376,Gritille,PPNB,31.1,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),576,7
Animal.377,Gritille,PPNB,28.9,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),577,7
Animal.378,Gritille,PPNB,31.6,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),578,7
Animal.379,Gritille,PPNB,29.75,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),579,7
Animal.380,Gritille,PPNB,31.36,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),581,7
Animal.381,Gritille,PPNB,30.9,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),582,7
Animal.382,Gritille,PPNB,39.8,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),583,7
Animal.383,Gritille,PPNB,28.3,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),584,7
Animal.384,Gritille,PPNB,34.8,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),585,7
Animal.385,Gritille,PPNB,30.2,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),586,7
Animal.386,Gritille,PPNB,31.6,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),587,7
Animal.389,Gritille,PPNB,29.8,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),590,7
Animal.390,Gritille,PPNB,30.3,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),592,7
Animal.391,Gritille,PPNB,28.6,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),593,7
Animal.392,Gritille,PPNB,31.2,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),594,7
Animal.393,Gritille,PPNB,29.7,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),595,7
Animal.394,Gritille,PPNB,28.9,Hum_dist,1,Hum_Bd,1,1,Gritille (PPNB),596,7
Animal.506,Mezraa-Teleilat,PPNB,29.7,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1242,14
Animal.507,Mezraa-Teleilat,PPNB,30.9,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1253,14
Animal.508,Mezraa-Teleilat,PPNB,28.2,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1264,14
Animal.509,Mezraa-Teleilat,PPNB,30,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1275,14
Animal.510,Mezraa-Teleilat,PPNB,32.9,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1287,14
Animal.511,Mezraa-Teleilat,PPNB,32.1,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1298,14
Animal.512,Mezraa-Teleilat,PPNB,30.7,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1304,14
Animal.513,Mezraa-Teleilat,PPNB,31.6,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1305,14
Animal.514,Mezraa-Teleilat,PPNB,29.6,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1306,14
Animal.515,Mezraa-Teleilat,PPNB,27.6,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1307,14
Animal.516,Mezraa-Teleilat,PPNB,29.6,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1308,14
Animal.517,Mezraa-Teleilat,PPNB,31,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1309,14
Animal.518,Mezraa-Teleilat,PPNB,32.1,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1310,14
Animal.519,Mezraa-Teleilat,PPNB,32.1,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1311,14
Animal.520,Mezraa-Teleilat,PPNB,29.2,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1313,14
Animal.521,Mezraa-Teleilat,PPNB,31.4,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1324,14
Animal.522,Mezraa-Teleilat,PPNB,31.7,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1335,14
Animal.523,Mezraa-Teleilat,PPNB,30.6,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1346,14
Animal.524,Mezraa-Teleilat,PPNB,30.6,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1357,14
Animal.525,Mezraa-Teleilat,PPNB,30.4,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1368,14
Animal.526,Mezraa-Teleilat,PPNB,32.4,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1379,14
Animal.527,Mezraa-Teleilat,PPNB,29.8,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1390,14
Animal.528,Mezraa-Teleilat,PPNB,31.4,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1401,14
Animal.529,Mezraa-Teleilat,PPNB,30.3,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1412,14
Animal.531,Mezraa-Teleilat,PPNB,25.8,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1435,14
Animal.532,Mezraa-Teleilat,PPNB,28.7,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1444,14
Animal.533,Mezraa-Teleilat,PPNB,28.8,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1445,14
Animal.534,Mezraa-Teleilat,PPNB,33.9,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1446,14
Animal.535,Mezraa-Teleilat,PPNB,31.1,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1447,14
Animal.536,Mezraa-Teleilat,PPNB,30.7,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1448,14
Animal.537,Mezraa-Teleilat,PPNB,29.4,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1449,14
Animal.538,Mezraa-Teleilat,PPNB,31.8,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1450,14
Animal.539,Mezraa-Teleilat,PPNB,28.9,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1451,14
Animal.540,Mezraa-Teleilat,PPNB,31.5,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1453,14
Animal.541,Mezraa-Teleilat,PPNB,32.4,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1454,14
Animal.542,Mezraa-Teleilat,PPNB,26.8,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1455,14
Animal.599,Mezraa-Teleilat,PPNB,29.8,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1510,14
Animal.600,Mezraa-Teleilat,PPNB,31.5,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1513,14
Animal.601,Mezraa-Teleilat,PPNB,31.8,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1514,14
Animal.602,Mezraa-Teleilat,PPNB,30.2,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1515,14
Animal.603,Mezraa-Teleilat,PPNB,30.7,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1516,14
Animal.604,Mezraa-Teleilat,PPNB,31,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1525,14
Animal.605,Mezraa-Teleilat,PPNB,28.6,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1536,14
Animal.606,Mezraa-Teleilat,PPNB,29.5,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1547,14
Animal.608,Mezraa-Teleilat,PPNB,32,Hum_dist,1,Hum_Bd,1,1,Mezraa-Teleilat (PPNB),1569,14
Animal.628,Atij,EBA,33.12,Hum_dist,1,Hum_Bd,1,1,Atij (EBA),1746,1
Animal.629,Atij,EBA,27.77,Hum_dist,1,Hum_Bd,1,1,Atij (EBA),1747,1
Animal.630,Atij,EBA,28.97,Hum_dist,1,Hum_Bd,1,1,Atij (EBA),1749,1
Animal.631,Atij,EBA,31.87,Hum_dist,1,Hum_Bd,1,1,Atij (EBA),1757,1
Animal.632,Atij,EBA,29.89,Hum_dist,1,Hum_Bd,1,1,Atij (EBA),1758,1
Animal.633,Atij,EBA,32.33,Hum_dist,1,Hum_Bd,1,1,Atij (EBA),1759,1
Animal.634,Atij,EBA,30.22,Hum_dist,1,Hum_Bd,1,1,Atij (EBA),1760,1
Animal.635,Atij,EBA,31.99,Hum_dist,1,Hum_Bd,1,1,Atij (EBA),1761,1
Animal.636,Atij,EBA,36.92,Hum_dist,1,Hum_Bd,1,1,Atij (EBA),1762,1
Animal.637,Gudeda,EBA,36.14,Hum_dist,1,Hum_Bd,1,1,Gudeda (EBA),1763,8
Animal.638,Gudeda,EBA,29.94,Hum_dist,1,Hum_Bd,1,1,Gudeda (EBA),1764,8
Animal.639,Gudeda,EBA,31.33,Hum_dist,1,Hum_Bd,1,1,Gudeda (EBA),1765,8
Animal.640,Gudeda,EBA,30.18,Hum_dist,1,Hum_Bd,1,1,Gudeda (EBA),1767,8
Animal.641,Raqai,EBA,31.57,Hum_dist,1,Hum_Bd,1,1,Raqai (EBA),1768,16
Animal.642,Raqai,EBA,29.53,Hum_dist,1,Hum_Bd,1,1,Raqai (EBA),1769,16
Animal.643,Raqai,EBA,30.7,Hum_dist,1,Hum_Bd,1,1,Raqai (EBA),1770,16
Animal.646,Raqai,EBA,31.98,Hum_dist,1,Hum_Bd,1,1,Raqai (EBA),1773,16
Animal.841,Tell Beydar,EBA,31.2,Hum_dist,1,Hum_Bd,1,1,Tell Beydar (EBA),2211,20
Animal.842,Tell Beydar,EBA,34.5,Hum_dist,1,Hum_Bd,1,1,Tell Beydar (EBA),2212,20
Animal.843,Tell Beydar,EBA,33.4,Hum_dist,1,Hum_Bd,1,1,Tell Beydar (EBA),2213,20
Animal.844,Tell Beydar,EBA,36.7,Hum_dist,1,Hum_Bd,1,1,Tell Beydar (EBA),2214,20
Animal.1027,Tell Sabi Abyad (Op III),PN,29.3,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),30,27
Animal.1028,Tell Sabi Abyad (Op III),PN,26.5,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),31,27
Animal.1029,Tell Sabi Abyad (Op III),PN,30.7,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),32,27
Animal.1030,Tell Sabi Abyad (Op III),PN,28.1,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),34,27
Animal.1031,Tell Sabi Abyad (Op III),PN,29.7,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),35,27
Animal.1032,Tell Sabi Abyad (Op III),PN,28.1,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),36,27
Animal.1033,Tell Sabi Abyad (Op III),PN,29.5,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),37,27
Animal.1035,Tell Sabi Abyad (Op III),PN,31.1,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),39,27
Animal.1036,Tell Sabi Abyad (Op III),PN,33.2,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),40,27
Animal.1037,Tell Sabi Abyad (Op III),PN,31.1,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),41,27
Animal.1038,Tell Sabi Abyad (Op III),PN,29.6,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),42,27
Animal.1039,Tell Sabi Abyad (Op III),PN,30.4,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (PN),43,27
Animal.1040,Tell Sabi Abyad (Op III),Halaf,28.6,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (Halaf),45,26
Animal.1041,Tell Sabi Abyad (Op III),Halaf,31.4,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (Halaf),46,26
Animal.1042,Tell Sabi Abyad (Op III),Halaf,30.2,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (Halaf),47,26
Animal.1044,Tell Sabi Abyad (Op III),Halaf,32.4,Hum_dist,1,Hum_Bd,1,1,Tell Sabi Abyad (Op III) (Halaf),49,26
